reorder_id,outlet_id,item_id,current_stock,reorder_level,recommended_quantity,priority,status,created_at
REO007080,O0062,I0030,5,17,75,High,Received,2026-08-31
REO007081,O0122,I0049,25,28,24,Medium,Approved,2026-08-31
REO007082,O0179,I0063,19,34,102,Medium,Approved,2026-08-31
REO007083,O0495,I0139,4,19,104,High,Ordered,2026-08-31
REO007084,O0495,I0139,4,19,104,High,Ordered,2026-08-31
REO007085,O0159,I0063,5,17,48,High,Approved,2026-08-31
REO007086,O0354,I0118,24,26,43,Medium,Ordered,2026-08-31
REO007087,O0138,I0057,12,28,41,High,Ordered,2026-08-31
REO007088,O0494,I0142,10,21,96,High,Received,2026-08-31
REO007089,O0171,I0058,9,25,80,High,Ordered,2026-08-31
REO007090,O0286,I0094,23,24,51,Medium,Pending,2026-08-31
REO007091,O0105,I0038,20,30,45,Medium,Approved,2026-08-31
REO007092,O0388,I0130,27,29,59,Medium,Ordered,2026-08-31
REO007093,O0291,I0097,15,21,60,Medium,Ordered,2026-08-31
REO007094,O0089,I0033,9,23,51,High,Approved,2026-08-31
REO007095,O0022,I0014,10,28,50,High,Approved,2026-08-31
REO007096,O0355,I0120,18,33,70,Medium,Ordered,2026-08-31
REO007097,O0320,I0106,16,23,27,Medium,Ordered,2026-08-31
REO007098,O0142,I0064,5,18,95,High,Ordered,2026-08-31
REO007099,O0047,I0022,13,37,94,High,Approved,2026-08-31
REO007100,O0301,I0096,5,19,48,High,Ordered,2026-08-31
REO007101,O0132,I0054,10,33,97,High,Ordered,2026-08-31
REO007102,O0193,I0268,21,22,41,Medium,Pending,2026-08-31
REO007103,O0181,I0274,2,19,66,High,Ordered,2026-08-31
REO007104,O0186,I0068,9,17,63,Medium,Ordered,2026-08-31
REO007105,O0084,I0033,22,33,92,Medium,Pending,2026-08-31
REO007106,O0193,I0276,19,37,53,Medium,Approved,2026-08-31
REO007107,O0442,I0072,17,32,90,Medium,Pending,2026-08-31
REO007108,O0174,I0062,25,36,68,Medium,Ordered,2026-08-31
REO007109,O0005,I0002,10,21,36,High,Ordered,2026-08-31
REO007110,O0463,I0023,9,22,91,High,Ordered,2026-08-31
REO007111,O0006,I0168,14,24,40,Medium,Approved,2026-08-31
REO007112,O0216,I0073,11,18,86,Medium,Ordered,2026-08-31
REO007113,O0258,I0087,7,17,57,High,Ordered,2026-08-31
REO007114,O0199,I0271,15,18,56,Medium,Pending,2026-08-31
REO007115,O0192,I0069,1,33,70,High,Received,2026-08-31
REO007116,O0413,I0023,3,22,102,High,Ordered,2026-08-31
REO007117,O0084,I0032,3,28,90,High,Ordered,2026-08-31
REO007118,O0249,I0083,12,16,85,Medium,Approved,2026-08-31
REO007119,O0325,I0109,0,21,92,Critical,Ordered,2026-08-31
REO007120,O0346,I0114,16,26,42,Medium,Approved,2026-08-31
REO007121,O0011,I0192,3,15,71,High,Approved,2026-08-31
REO007122,O0189,I0067,0,30,110,Critical,Pending,2026-08-31
REO007123,O0005,I0188,24,24,54,Medium,Received,2026-08-31
REO007124,O0294,I0095,28,30,84,Medium,Ordered,2026-08-31
REO007125,O0291,I0094,1,14,99,High,Pending,2026-08-31
REO007126,O0390,I0133,7,29,87,High,Ordered,2026-08-31
REO007127,O0326,I0110,9,20,60,High,Ordered,2026-08-31
REO007128,O0238,I0080,21,22,38,Medium,Ordered,2026-08-31
REO007129,O0062,I0030,5,17,75,High,Ordered,2026-08-31
REO007130,O0450,I0075,15,39,40,High,Approved,2026-08-31
REO007131,O0188,I0071,21,25,58,Medium,Approved,2026-08-31
REO007132,O0218,I0075,19,22,69,Medium,Ordered,2026-08-31
REO007133,O0074,I0011,10,32,59,High,Approved,2026-08-31
REO007134,O0485,I0018,20,25,27,Medium,Pending,2026-08-31
REO007135,O0322,I0113,7,32,109,High,Approved,2026-08-31
REO007136,O0111,I0046,17,23,85,Medium,Pending,2026-08-31
REO007137,O0019,I0167,13,31,74,High,Approved,2026-08-31
REO007138,O0025,I0016,2,24,77,High,Received,2026-08-31
REO007139,O0465,I0018,9,22,72,High,Ordered,2026-08-31
REO007140,O0169,I0060,10,14,55,Medium,Approved,2026-08-31
REO007141,O0444,I0075,24,25,36,Medium,Approved,2026-08-31
REO007142,O0431,I0056,26,29,41,Medium,Approved,2026-08-31
REO007143,O0015,I0196,6,15,66,High,Approved,2026-08-31
REO007144,O0249,I0083,12,16,85,Medium,Ordered,2026-08-31
REO007145,O0049,I0023,14,19,34,Medium,Ordered,2026-08-31
REO007146,O0162,I0059,15,30,85,Medium,Received,2026-08-31
REO007147,O0033,I0164,10,26,66,High,Received,2026-08-31
REO007148,O0180,I0065,11,36,68,High,Pending,2026-08-31
REO007149,O0255,I0089,3,13,68,High,Approved,2026-08-31
REO007150,O0002,I0167,5,26,84,High,Pending,2026-08-31
REO007151,O0223,I0078,4,34,104,High,Pending,2026-08-31
REO007152,O0016,I0165,23,32,79,Medium,Approved,2026-08-31
REO007153,O0312,I0108,36,37,35,Medium,Ordered,2026-08-31
REO007154,O0390,I0131,13,30,94,High,Ordered,2026-08-31
REO007155,O0490,I0021,16,31,75,Medium,Approved,2026-08-31
REO007156,O0096,I0024,5,31,66,High,Ordered,2026-08-31
REO007157,O0082,I0035,14,22,70,Medium,Received,2026-08-31
REO007158,O0197,I0263,11,31,114,High,Ordered,2026-08-31
REO007159,O0017,I0006,4,25,47,High,Received,2026-08-31
REO007160,O0346,I0115,15,17,33,Medium,Approved,2026-08-31
REO007161,O0022,I0014,10,28,50,High,Pending,2026-08-31
REO007162,O0465,I0018,9,22,72,High,Approved,2026-08-31
REO007163,O0485,I0018,20,25,27,Medium,Approved,2026-08-31
REO007164,O0263,I0087,7,35,87,High,Approved,2026-08-31
REO007165,O0418,I0020,13,28,72,High,Ordered,2026-08-31
REO007166,O0218,I0075,19,22,69,Medium,Approved,2026-08-31
REO007167,O0020,I0195,13,14,33,Medium,Approved,2026-08-31
REO007168,O0011,I0192,3,15,71,High,Pending,2026-08-31
REO007169,O0197,I0066,10,26,80,High,Ordered,2026-08-31
REO007170,O0165,I0064,36,37,61,Medium,Ordered,2026-08-31
REO007171,O0429,I0036,12,29,61,High,Approved,2026-08-31
REO007172,O0438,I0056,1,28,82,High,Ordered,2026-08-31
REO007173,O0038,I0193,2,32,90,High,Ordered,2026-08-31
REO007174,O0244,I0084,14,16,59,Medium,Ordered,2026-08-31
REO007175,O0128,I0050,12,17,91,Medium,Received,2026-08-31
REO007176,O0171,I0062,5,11,75,High,Approved,2026-08-31
REO007177,O0246,I0084,15,34,103,High,Approved,2026-08-31
REO007178,O0020,I0170,13,27,35,High,Ordered,2026-08-31
REO007179,O0039,I0164,1,31,70,High,Ordered,2026-08-31
REO007180,O0017,I0164,8,22,43,High,Received,2026-08-31
REO007181,O0363,I0123,11,25,104,High,Approved,2026-08-31
REO007182,O0485,I0018,20,25,27,Medium,Approved,2026-08-31
REO007183,O0340,I0112,18,34,33,Medium,Approved,2026-08-31
REO007184,O0197,I0273,22,29,38,Medium,Pending,2026-08-31
REO007185,O0053,I0024,3,31,120,High,Approved,2026-08-31
REO007186,O0188,I0068,10,22,44,High,Approved,2026-08-31
REO007187,O0066,I0030,14,15,81,Medium,Approved,2026-08-31
REO007188,O0470,I0023,14,20,29,Medium,Ordered,2026-08-31
REO007189,O0362,I0125,5,34,94,High,Pending,2026-08-31
REO007190,O0185,I0275,16,19,51,Medium,Ordered,2026-08-31
REO007191,O0095,I0022,22,26,52,Medium,Received,2026-08-31
REO007192,O0005,I0194,16,21,51,Medium,Approved,2026-08-31
REO007193,O0210,I0072,0,29,60,Critical,Ordered,2026-08-31
REO007194,O0301,I0098,9,16,54,Medium,Ordered,2026-08-31
REO007195,O0002,I0192,26,32,103,Medium,Approved,2026-08-31
REO007196,O0021,I0014,9,20,91,High,Approved,2026-08-31
REO007197,O0031,I0162,23,25,90,Medium,Approved,2026-08-31
REO007198,O0487,I0018,20,34,48,Medium,Received,2026-08-31
REO007199,O0472,I0101,15,21,63,Medium,Approved,2026-08-31
REO007200,O0014,I0160,23,31,45,Medium,Approved,2026-08-31
REO007201,O0077,I0010,21,28,59,Medium,Received,2026-08-31
REO007202,O0166,I0061,8,26,101,High,Approved,2026-08-31
REO007203,O0404,I0139,20,28,59,Medium,Ordered,2026-08-31
REO007204,O0076,I0010,15,16,92,Medium,Ordered,2026-08-31
REO007205,O0055,I0019,17,25,45,Medium,Ordered,2026-08-31
REO007206,O0044,I0019,6,29,52,High,Received,2026-08-31
REO007207,O0188,I0277,25,34,56,Medium,Ordered,2026-08-31
REO007208,O0270,I0091,14,34,86,High,Pending,2026-08-31
REO007209,O0163,I0064,19,24,67,Medium,Received,2026-08-31
REO007210,O0354,I0118,24,26,43,Medium,Received,2026-08-31
REO007211,O0491,I0138,2,37,54,High,Approved,2026-08-31
REO007212,O0040,I0190,8,22,41,High,Ordered,2026-08-31
REO007213,O0432,I0054,11,26,55,High,Pending,2026-08-31
REO007214,O0455,I0052,18,21,81,Medium,Received,2026-08-31
REO007215,O0249,I0083,12,16,85,Medium,Approved,2026-08-31
REO007216,O0008,I0193,21,21,43,Medium,Received,2026-08-31
REO007217,O0226,I0081,16,27,30,Medium,Approved,2026-08-31
REO007218,O0223,I0078,4,34,104,High,Ordered,2026-08-31
REO007219,O0114,I0046,30,30,75,Medium,Approved,2026-08-31
REO007220,O0206,I0074,17,19,47,Medium,Pending,2026-08-31
REO007221,O0186,I0267,34,37,55,Medium,Ordered,2026-08-31
REO007222,O0074,I0017,9,29,67,High,Ordered,2026-08-31
REO007223,O0468,I0020,8,27,66,High,Ordered,2026-08-31
REO007224,O0018,I0188,13,24,43,Medium,Ordered,2026-08-31
REO007225,O0300,I0099,18,24,44,Medium,Pending,2026-08-31
REO007226,O0125,I0050,3,29,57,High,Received,2026-08-31
REO007227,O0120,I0045,7,19,95,High,Ordered,2026-08-31
REO007228,O0249,I0083,12,16,85,Medium,Received,2026-08-31
REO007229,O0132,I0054,10,33,97,High,Pending,2026-08-31
REO007230,O0045,I0023,0,29,89,Critical,Ordered,2026-08-31
REO007231,O0019,I0167,13,31,74,High,Approved,2026-08-31
REO007232,O0018,I0194,13,35,65,High,Received,2026-08-31
REO007233,O0021,I0017,27,36,46,Medium,Pending,2026-08-31
REO007234,O0029,I0010,15,21,72,Medium,Ordered,2026-08-31
REO007235,O0191,I0268,26,31,99,Medium,Ordered,2026-08-31
REO007236,O0451,I0050,10,15,40,Medium,Approved,2026-08-31
REO007237,O0002,I0171,18,29,29,Medium,Ordered,2026-08-31
REO007238,O0245,I0083,5,23,97,High,Approved,2026-08-31
REO007239,O0244,I0082,2,36,82,High,Pending,2026-08-31
REO007240,O0493,I0139,1,24,102,High,Approved,2026-08-31
REO007241,O0197,I0272,7,34,91,High,Ordered,2026-08-31
REO007242,O0487,I0018,20,34,48,Medium,Pending,2026-08-31
REO007243,O0220,I0073,7,15,43,High,Approved,2026-08-31
REO007244,O0020,I0168,8,27,79,High,Received,2026-08-31
REO007245,O0327,I0110,3,26,78,High,Ordered,2026-08-31
REO007246,O0066,I0027,13,22,59,Medium,Ordered,2026-08-31
REO007247,O0009,I0201,9,25,99,High,Pending,2026-08-31
REO007248,O0465,I0018,9,22,72,High,Received,2026-08-31
REO007249,O0291,I0097,15,21,60,Medium,Pending,2026-08-31
REO007250,O0355,I0121,39,39,56,Medium,Pending,2026-08-31
REO007251,O0145,I0058,28,31,73,Medium,Ordered,2026-08-31
REO007252,O0043,I0024,23,30,98,Medium,Received,2026-08-31
REO007253,O0390,I0131,13,30,94,High,Ordered,2026-08-31
REO007254,O0367,I0122,6,34,91,High,Received,2026-08-31
REO007255,O0036,I0194,30,34,28,Medium,Approved,2026-08-31
REO007256,O0009,I0201,9,25,99,High,Ordered,2026-08-31
REO007257,O0050,I0022,5,33,83,High,Approved,2026-08-31
REO007258,O0199,I0269,13,28,81,High,Ordered,2026-08-31
REO007259,O0002,I0165,7,13,102,Medium,Approved,2026-08-31
REO007260,O0262,I0086,18,33,96,Medium,Approved,2026-08-31
REO007261,O0004,I0164,13,30,76,High,Pending,2026-08-31
REO007262,O0373,I0128,4,13,42,High,Ordered,2026-08-31
REO007263,O0186,I0263,14,31,63,High,Ordered,2026-08-31
REO007264,O0309,I0095,14,30,107,High,Approved,2026-08-31
REO007265,O0295,I0095,30,33,52,Medium,Approved,2026-08-31
REO007266,O0114,I0048,9,27,83,High,Pending,2026-08-31
REO007267,O0219,I0074,10,23,83,High,Approved,2026-08-31
REO007268,O0195,I0066,20,30,64,Medium,Approved,2026-08-31
REO007269,O0171,I0058,9,25,80,High,Received,2026-08-31
REO007270,O0017,I0005,13,26,75,Medium,Pending,2026-08-31
REO007271,O0244,I0084,14,16,59,Medium,Ordered,2026-08-31
REO007272,O0218,I0074,14,31,110,High,Ordered,2026-08-31
REO007273,O0424,I0035,22,30,81,Medium,Pending,2026-08-31
REO007274,O0174,I0058,0,27,50,Critical,Approved,2026-08-31
REO007275,O0043,I0024,23,30,98,Medium,Approved,2026-08-31
REO007276,O0019,I0167,13,31,74,High,Pending,2026-08-31
REO007277,O0308,I0098,6,12,55,Medium,Approved,2026-08-31
REO007278,O0045,I0023,0,29,89,Critical,Pending,2026-08-31
REO007279,O0029,I0010,15,21,72,Medium,Approved,2026-08-31
REO007280,O0007,I0004,20,36,39,Medium,Ordered,2026-08-31
REO007281,O0378,I0126,27,32,37,Medium,Ordered,2026-08-31
REO007282,O0440,I0057,0,15,98,Critical,Ordered,2026-08-31
REO007283,O0138,I0057,12,28,41,High,Approved,2026-08-31
REO007284,O0005,I0006,3,23,110,High,Pending,2026-08-31
REO007285,O0376,I0129,3,22,67,High,Ordered,2026-08-31
REO007286,O0236,I0081,0,27,111,Critical,Ordered,2026-08-31
REO007287,O0333,I0109,11,23,94,High,Approved,2026-08-31
REO007288,O0012,I0007,6,34,107,High,Received,2026-08-31
REO007289,O0188,I0272,23,24,90,Medium,Pending,2026-08-31
REO007290,O0321,I0111,5,18,102,High,Ordered,2026-08-31
REO007291,O0229,I0079,2,29,62,High,Received,2026-08-31
REO007292,O0442,I0072,17,32,90,Medium,Approved,2026-08-31
REO007293,O0194,I0068,4,20,104,High,Received,2026-08-31
REO007294,O0369,I0124,26,30,96,Medium,Ordered,2026-08-31
REO007295,O0236,I0079,5,20,82,High,Pending,2026-08-31
REO007296,O0132,I0054,10,33,97,High,Approved,2026-08-31
REO007297,O0056,I0021,31,35,31,Medium,Received,2026-08-31
REO007298,O0228,I0077,13,20,74,Medium,Ordered,2026-08-31
REO007299,O0325,I0109,0,21,92,Critical,Approved,2026-08-31
REO007300,O0108,I0039,9,12,99,Medium,Pending,2026-08-31
REO007301,O0003,I0003,3,29,52,High,Ordered,2026-08-31
REO007302,O0331,I0109,2,13,73,High,Approved,2026-08-31
REO007303,O0270,I0092,22,30,54,Medium,Pending,2026-08-31
REO007304,O0196,I0070,8,14,96,Medium,Received,2026-08-31
REO007305,O0006,I0162,3,22,40,High,Ordered,2026-08-31
REO007306,O0388,I0130,27,29,59,Medium,Approved,2026-08-31
REO007307,O0025,I0016,2,24,77,High,Approved,2026-08-31
REO007308,O0247,I0085,1,26,114,High,Ordered,2026-08-31
REO007309,O0092,I0020,11,16,86,Medium,Approved,2026-08-31
REO007310,O0283,I0094,1,34,119,High,Pending,2026-08-31
REO007311,O0008,I0001,15,22,56,Medium,Approved,2026-08-31
REO007312,O0373,I0128,4,13,42,High,Ordered,2026-08-31
REO007313,O0061,I0027,8,22,52,High,Pending,2026-08-31
REO007314,O0467,I0023,3,18,92,High,Received,2026-08-31
REO007315,O0417,I0018,8,15,58,Medium,Ordered,2026-08-31
REO007316,O0463,I0024,7,31,77,High,Ordered,2026-08-31
REO007317,O0009,I0167,8,16,45,Medium,Approved,2026-08-31
REO007318,O0006,I0168,14,24,40,Medium,Approved,2026-08-31
REO007319,O0444,I0074,15,32,58,High,Ordered,2026-08-31
REO007320,O0465,I0020,9,28,41,High,Ordered,2026-08-31
REO007321,O0177,I0059,7,28,80,High,Pending,2026-08-31
REO007322,O0185,I0068,10,32,55,High,Ordered,2026-08-31
REO007323,O0162,I0061,4,31,107,High,Ordered,2026-08-31
REO007324,O0414,I0025,13,34,85,High,Ordered,2026-08-31
REO007325,O0425,I0037,16,33,104,High,Received,2026-08-31
REO007326,O0023,I0013,18,26,72,Medium,Approved,2026-08-31
REO007327,O0447,I0076,8,26,87,High,Approved,2026-08-31
REO007328,O0244,I0082,2,36,82,High,Received,2026-08-31
REO007329,O0186,I0267,34,37,55,Medium,Ordered,2026-08-31
REO007330,O0062,I0030,5,17,75,High,Pending,2026-08-31
REO007331,O0044,I0018,4,28,48,High,Ordered,2026-08-31
REO007332,O0480,I0100,12,32,79,High,Approved,2026-08-31
REO007333,O0091,I0018,14,28,65,Medium,Pending,2026-08-31
REO007334,O0157,I0060,21,29,38,Medium,Ordered,2026-08-31
REO007335,O0171,I0062,5,11,75,High,Pending,2026-08-31
REO007336,O0165,I0065,13,16,27,Medium,Received,2026-08-31
REO007337,O0364,I0122,16,29,64,Medium,Ordered,2026-08-31
REO007338,O0260,I0089,29,30,76,Medium,Pending,2026-08-31
REO007339,O0005,I0006,3,23,110,High,Approved,2026-08-31
REO007340,O0216,I0075,13,13,35,Medium,Pending,2026-08-31
REO007341,O0364,I0123,0,25,97,Critical,Approved,2026-08-31
REO007342,O0208,I0073,8,22,63,High,Ordered,2026-08-31
REO007343,O0122,I0052,14,23,106,Medium,Received,2026-08-31
REO007344,O0257,I0092,10,32,48,High,Received,2026-08-31
REO007345,O0190,I0264,0,30,108,Critical,Received,2026-08-31
REO007346,O0340,I0111,3,35,93,High,Pending,2026-08-31
REO007347,O0058,I0024,1,20,51,High,Pending,2026-08-31
REO007348,O0373,I0128,4,13,42,High,Approved,2026-08-31
REO007349,O0003,I0003,3,29,52,High,Pending,2026-08-31
REO007350,O0065,I0030,6,16,41,High,Approved,2026-08-31
REO007351,O0076,I0010,15,16,92,Medium,Approved,2026-08-31
REO007352,O0291,I0094,1,14,99,High,Ordered,2026-08-31
REO007353,O0173,I0064,0,10,57,Critical,Pending,2026-08-31
REO007354,O0058,I0024,1,20,51,High,Approved,2026-08-31
REO007355,O0142,I0058,2,16,49,High,Ordered,2026-08-31
REO007356,O0052,I0024,15,30,59,Medium,Ordered,2026-08-31
REO007357,O0081,I0033,26,28,61,Medium,Received,2026-08-31
REO007358,O0404,I0138,1,20,54,High,Ordered,2026-08-31
REO007359,O0330,I0111,12,29,100,High,Pending,2026-08-31
REO007360,O0231,I0080,1,26,48,High,Pending,2026-08-31
REO007361,O0168,I0059,8,27,60,High,Ordered,2026-08-31
REO007362,O0165,I0060,9,25,50,High,Approved,2026-08-31
REO007363,O0335,I0112,17,33,81,Medium,Ordered,2026-08-31
REO007364,O0044,I0018,4,28,48,High,Pending,2026-08-31
REO007365,O0143,I0059,4,21,43,High,Approved,2026-08-31
REO007366,O0302,I0095,10,39,104,High,Approved,2026-08-31
REO007367,O0031,I0158,24,25,32,Medium,Approved,2026-08-31
REO007368,O0210,I0076,10,16,50,Medium,Ordered,2026-08-31
REO007369,O0166,I0061,8,26,101,High,Received,2026-08-31
REO007370,O0134,I0055,22,34,85,Medium,Approved,2026-08-31
REO007371,O0427,I0034,18,21,43,Medium,Ordered,2026-08-31
REO007372,O0058,I0024,1,20,51,High,Received,2026-08-31
REO007373,O0494,I0140,3,38,97,High,Pending,2026-08-31
REO007374,O0249,I0083,12,16,85,Medium,Received,2026-08-31
REO007375,O0409,I0139,32,32,55,Medium,Pending,2026-08-31
REO007376,O0327,I0109,23,30,54,Medium,Ordered,2026-08-31
REO007377,O0256,I0091,23,28,39,Medium,Ordered,2026-08-31
REO007378,O0252,I0086,22,23,37,Medium,Pending,2026-08-31
REO007379,O0216,I0073,11,18,86,Medium,Received,2026-08-31
REO007380,O0164,I0062,19,27,60,Medium,Ordered,2026-08-31
REO007381,O0467,I0025,24,27,42,Medium,Pending,2026-08-31
REO007382,O0375,I0126,2,16,39,High,Ordered,2026-08-31
REO007383,O0179,I0060,5,16,83,High,Pending,2026-08-31
REO007384,O0467,I0025,24,27,42,Medium,Approved,2026-08-31
REO007385,O0385,I0132,16,28,50,Medium,Ordered,2026-08-31
REO007386,O0157,I0060,21,29,38,Medium,Ordered,2026-08-31
REO007387,O0226,I0081,16,27,30,Medium,Approved,2026-08-31
REO007388,O0053,I0025,25,29,32,Medium,Ordered,2026-08-31
REO007389,O0142,I0063,4,37,66,High,Ordered,2026-08-31
REO007390,O0011,I0192,3,15,71,High,Ordered,2026-08-31
REO007391,O0040,I0190,8,22,41,High,Ordered,2026-08-31
REO007392,O0363,I0123,11,25,104,High,Pending,2026-08-31
REO007393,O0088,I0035,20,23,88,Medium,Approved,2026-08-31
REO007394,O0073,I0010,11,24,34,High,Approved,2026-08-31
REO007395,O0045,I0019,14,29,64,High,Approved,2026-08-31
REO007396,O0365,I0122,18,25,57,Medium,Approved,2026-08-31
REO007397,O0236,I0079,5,20,82,High,Pending,2026-08-31
REO007398,O0265,I0087,2,31,50,High,Pending,2026-08-31
REO007399,O0049,I0019,18,21,33,Medium,Ordered,2026-08-31
REO007400,O0416,I0018,6,23,68,High,Ordered,2026-08-31
REO007401,O0024,I0010,12,22,62,Medium,Approved,2026-08-31
REO007402,O0387,I0130,17,17,94,Medium,Received,2026-08-31
REO007403,O0299,I0094,14,17,32,Medium,Ordered,2026-08-31
REO007404,O0335,I0112,17,33,81,Medium,Ordered,2026-08-31
REO007405,O0484,I0024,8,32,108,High,Ordered,2026-08-31
REO007406,O0200,I0275,11,30,63,High,Approved,2026-08-31
REO007407,O0206,I0074,17,19,47,Medium,Pending,2026-08-31
REO007408,O0234,I0081,7,23,82,High,Received,2026-08-31
REO007409,O0432,I0054,11,26,55,High,Pending,2026-08-31
REO007410,O0159,I0064,2,25,81,High,Ordered,2026-08-31
REO007411,O0143,I0061,12,16,31,Medium,Pending,2026-08-31
REO007412,O0103,I0040,6,28,91,High,Ordered,2026-08-31
REO007413,O0009,I0161,16,30,47,Medium,Pending,2026-08-31
REO007414,O0417,I0025,4,28,49,High,Approved,2026-08-31
REO007415,O0065,I0029,28,30,45,Medium,Pending,2026-08-31
REO007416,O0062,I0030,5,17,75,High,Received,2026-08-31
REO007417,O0002,I0168,32,35,76,Medium,Received,2026-08-31
REO007418,O0192,I0266,1,22,41,High,Approved,2026-08-31
REO007419,O0260,I0089,29,30,76,Medium,Ordered,2026-08-31
REO007420,O0037,I0159,1,20,44,High,Approved,2026-08-31
REO007421,O0030,I0013,7,12,40,Medium,Pending,2026-08-31
REO007422,O0195,I0265,4,31,50,High,Pending,2026-08-31
REO007423,O0199,I0066,17,28,41,Medium,Ordered,2026-08-31
REO007424,O0225,I0077,1,11,96,High,Approved,2026-08-31
REO007425,O0348,I0116,10,24,104,High,Ordered,2026-08-31
REO007426,O0436,I0053,0,14,92,Critical,Received,2026-08-31
REO007427,O0224,I0079,13,31,106,High,Approved,2026-08-31
REO007428,O0033,I0193,10,18,77,Medium,Approved,2026-08-31
REO007429,O0390,I0130,34,34,36,Medium,Pending,2026-08-31
REO007430,O0033,I0193,10,18,77,Medium,Ordered,2026-08-31
REO007431,O0050,I0025,30,30,36,Medium,Approved,2026-08-31
REO007432,O0431,I0056,26,29,41,Medium,Approved,2026-08-31
REO007433,O0026,I0016,2,23,91,High,Approved,2026-08-31
REO007434,O0431,I0053,6,32,115,High,Approved,2026-08-31
REO007435,O0105,I0038,20,30,45,Medium,Approved,2026-08-31
REO007436,O0276,I0087,10,13,59,Medium,Pending,2026-08-31
REO007437,O0034,I0006,19,26,74,Medium,Ordered,2026-08-31
REO007438,O0199,I0274,16,30,59,Medium,Ordered,2026-08-31
REO007439,O0303,I0096,11,33,112,High,Approved,2026-08-31
REO007440,O0304,I0097,9,12,79,Medium,Pending,2026-08-31
REO007441,O0006,I0169,3,29,89,High,Ordered,2026-08-31
REO007442,O0031,I0006,6,25,105,High,Approved,2026-08-31
REO007443,O0470,I0023,14,20,29,Medium,Pending,2026-08-31
REO007444,O0120,I0047,17,29,42,Medium,Received,2026-08-31
REO007445,O0404,I0138,1,20,54,High,Received,2026-08-31
REO007446,O0002,I0168,32,35,76,Medium,Approved,2026-08-31
REO007447,O0037,I0169,29,32,44,Medium,Ordered,2026-08-31
REO007448,O0333,I0110,9,25,94,High,Approved,2026-08-31
REO007449,O0095,I0024,31,34,58,Medium,Pending,2026-08-31
REO007450,O0470,I0019,15,32,92,High,Ordered,2026-08-31
REO007451,O0002,I0165,7,13,102,Medium,Approved,2026-08-31
REO007452,O0291,I0093,9,15,62,Medium,Pending,2026-08-31
REO007453,O0166,I0060,13,24,62,Medium,Received,2026-08-31
REO007454,O0443,I0072,1,19,88,High,Ordered,2026-08-31
REO007455,O0088,I0034,1,18,47,High,Ordered,2026-08-31
REO007456,O0004,I0164,13,30,76,High,Pending,2026-08-31
REO007457,O0369,I0124,26,30,96,Medium,Ordered,2026-08-31
REO007458,O0500,I0138,17,30,38,Medium,Pending,2026-08-31
REO007459,O0307,I0094,13,20,81,Medium,Approved,2026-08-31
REO007460,O0162,I0064,13,15,64,Medium,Received,2026-08-31
REO007461,O0387,I0130,17,17,94,Medium,Ordered,2026-08-31
REO007462,O0008,I0001,15,22,56,Medium,Pending,2026-08-31
REO007463,O0011,I0198,18,36,40,Medium,Ordered,2026-08-31
REO007464,O0416,I0018,6,23,68,High,Ordered,2026-08-31
REO007465,O0048,I0025,6,28,76,High,Approved,2026-08-31
REO007466,O0168,I0059,8,27,60,High,Approved,2026-08-31
REO007467,O0095,I0021,19,22,84,Medium,Approved,2026-08-31
REO007468,O0256,I0092,33,37,70,Medium,Ordered,2026-08-31
REO007469,O0072,I0013,15,26,72,Medium,Ordered,2026-08-31
REO007470,O0161,I0060,26,35,33,Medium,Pending,2026-08-31
REO007471,O0314,I0107,13,21,65,Medium,Ordered,2026-08-31
REO007472,O0061,I0029,32,38,31,Medium,Received,2026-08-31
REO007473,O0169,I0065,15,18,42,Medium,Ordered,2026-08-31
REO007474,O0029,I0010,15,21,72,Medium,Approved,2026-08-31
REO007475,O0016,I0191,1,25,51,High,Ordered,2026-08-31
REO007476,O0153,I0061,8,15,46,Medium,Pending,2026-08-31
REO007477,O0254,I0092,4,20,103,High,Ordered,2026-08-31
REO007478,O0257,I0089,18,35,76,Medium,Ordered,2026-08-31
REO007479,O0083,I0037,0,16,87,Critical,Ordered,2026-08-31
REO007480,O0257,I0092,10,32,48,High,Ordered,2026-08-31
REO007481,O0453,I0050,32,33,22,Medium,Approved,2026-08-31
REO007482,O0061,I0026,11,25,70,High,Ordered,2026-08-31
REO007483,O0066,I0030,14,15,81,Medium,Ordered,2026-08-31
REO007484,O0187,I0275,4,20,88,High,Pending,2026-08-31
REO007485,O0008,I0001,15,22,56,Medium,Pending,2026-08-31
REO007486,O0085,I0034,15,29,38,Medium,Approved,2026-08-31
REO007487,O0089,I0033,9,23,51,High,Ordered,2026-08-31
REO007488,O0104,I0042,2,27,62,High,Approved,2026-08-31
REO007489,O0216,I0075,13,13,35,Medium,Ordered,2026-08-31
REO007490,O0174,I0058,0,27,50,Critical,Approved,2026-08-31
REO007491,O0251,I0091,2,23,100,High,Received,2026-08-31
REO007492,O0037,I0169,29,32,44,Medium,Pending,2026-08-31
REO007493,O0208,I0073,8,22,63,High,Pending,2026-08-31
REO007494,O0373,I0128,4,13,42,High,Approved,2026-08-31
REO007495,O0189,I0270,17,24,49,Medium,Ordered,2026-08-31
REO007496,O0236,I0079,5,20,82,High,Received,2026-08-31
REO007497,O0052,I0024,15,30,59,Medium,Approved,2026-08-31
REO007498,O0168,I0059,8,27,60,High,Ordered,2026-08-31
