movement_id,outlet_id,item_id,movement_type,quantity,movement_date,reference_id
MOV030105,O0423,I0035,Return,11,2026-07-27,REF0030105
MOV030106,O0199,I0271,Stock In,22,2026-08-10,REF0030106
MOV030107,O0429,I0034,Stock In,6,2025-11-02,REF0030107
MOV030108,O0421,I0035,Sale,20,2026-08-17,REF0030108
MOV030109,O0428,I0032,Sale,1,2026-08-01,REF0030109
MOV030110,O0200,I0068,Adjustment,16,2025-09-26,REF0030110
MOV030111,O0039,I0158,Stock In,25,2026-02-06,REF0030111
MOV030112,O0488,I0025,Stock In,4,2026-08-15,REF0030112
MOV030113,O0099,I0025,Transfer,14,2025-09-08,REF0030113
MOV030114,O0426,I0033,Transfer,16,2026-03-15,REF0030114
MOV030115,O0066,I0027,Transfer,22,2025-12-25,REF0030115
MOV030116,O0189,I0274,Sale,24,2026-05-22,REF0030116
MOV030117,O0034,I0162,Sale,18,2025-11-07,REF0030117
MOV030118,O0220,I0073,Sale,19,2026-05-27,REF0030118
MOV030119,O0040,I0198,Return,15,2026-01-08,REF0030119
MOV030120,O0220,I0073,Sale,30,2025-10-11,REF0030120
MOV030121,O0181,I0071,Adjustment,28,2025-09-03,REF0030121
MOV030122,O0318,I0108,Transfer,9,2026-05-04,REF0030122
MOV030123,O0174,I0065,Stock In,6,2026-06-05,REF0030123
MOV030124,O0211,I0076,Transfer,5,2025-10-04,REF0030124
MOV030125,O0131,I0057,Adjustment,2,2026-05-01,REF0030125
MOV030126,O0168,I0059,Stock In,29,2026-05-26,REF0030126
MOV030127,O0429,I0036,Sale,23,2026-06-21,REF0030127
MOV030128,O0272,I0092,Stock In,8,2026-04-22,REF0030128
MOV030129,O0493,I0139,Transfer,1,2026-07-17,REF0030129
MOV030130,O0441,I0073,Stock In,10,2026-05-16,REF0030130
MOV030131,O0060,I0021,Stock In,6,2026-05-24,REF0030131
MOV030132,O0011,I0196,Sale,17,2025-09-14,REF0030132
MOV030133,O0036,I0164,Sale,21,2025-12-04,REF0030133
MOV030134,O0220,I0072,Transfer,21,2026-04-07,REF0030134
MOV030135,O0183,I0069,Stock In,3,2025-12-31,REF0030135
MOV030136,O0057,I0019,Sale,14,2025-12-03,REF0030136
MOV030137,O0085,I0032,Stock In,20,2026-05-22,REF0030137
MOV030138,O0180,I0062,Sale,19,2025-11-11,REF0030138
MOV030139,O0089,I0033,Stock In,17,2025-11-29,REF0030139
MOV030140,O0444,I0075,Transfer,18,2026-06-06,REF0030140
MOV030141,O0330,I0110,Stock In,14,2025-12-28,REF0030141
MOV030142,O0193,I0269,Adjustment,7,2026-05-26,REF0030142
MOV030143,O0194,I0268,Sale,16,2026-05-13,REF0030143
MOV030144,O0213,I0074,Return,18,2026-02-24,REF0030144
MOV030145,O0011,I0161,Sale,21,2025-12-28,REF0030145
MOV030146,O0455,I0052,Sale,28,2026-03-30,REF0030146
MOV030147,O0089,I0036,Return,24,2025-12-20,REF0030147
MOV030148,O0363,I0122,Stock In,17,2026-01-22,REF0030148
MOV030149,O0010,I0162,Transfer,12,2025-09-20,REF0030149
MOV030150,O0162,I0063,Transfer,26,2026-03-06,REF0030150
MOV030151,O0185,I0068,Return,6,2025-12-04,REF0030151
MOV030152,O0038,I0008,Sale,5,2026-07-12,REF0030152
MOV030153,O0313,I0105,Sale,16,2026-05-09,REF0030153
MOV030154,O0006,I0197,Sale,17,2026-05-09,REF0030154
MOV030155,O0111,I0047,Sale,13,2026-04-26,REF0030155
MOV030156,O0094,I0024,Sale,22,2026-06-25,REF0030156
MOV030157,O0234,I0080,Sale,13,2026-05-11,REF0030157
MOV030158,O0407,I0140,Sale,17,2025-12-08,REF0030158
MOV030159,O0183,I0265,Sale,30,2026-03-07,REF0030159
MOV030160,O0485,I0020,Sale,15,2025-11-22,REF0030160
MOV030161,O0263,I0092,Stock In,5,2026-01-25,REF0030161
MOV030162,O0150,I0063,Adjustment,7,2026-02-12,REF0030162
MOV030163,O0252,I0087,Stock In,22,2026-05-16,REF0030163
MOV030164,O0188,I0264,Stock In,16,2025-12-26,REF0030164
MOV030165,O0276,I0086,Transfer,17,2026-07-13,REF0030165
MOV030166,O0184,I0265,Stock In,13,2025-09-23,REF0030166
MOV030167,O0117,I0047,Sale,6,2026-08-02,REF0030167
MOV030168,O0088,I0035,Sale,4,2026-08-04,REF0030168
MOV030169,O0170,I0059,Stock In,29,2026-04-01,REF0030169
MOV030170,O0013,I0161,Sale,22,2025-12-21,REF0030170
MOV030171,O0238,I0079,Sale,25,2026-06-18,REF0030171
MOV030172,O0424,I0037,Return,28,2026-01-23,REF0030172
MOV030173,O0309,I0098,Stock In,29,2026-07-12,REF0030173
MOV030174,O0199,I0263,Stock In,6,2025-10-23,REF0030174
MOV030175,O0236,I0077,Sale,16,2026-08-29,REF0030175
MOV030176,O0439,I0053,Sale,11,2025-10-12,REF0030176
MOV030177,O0188,I0272,Stock In,28,2026-02-05,REF0030177
MOV030178,O0004,I0160,Stock In,8,2026-08-19,REF0030178
MOV030179,O0444,I0075,Stock In,28,2025-12-31,REF0030179
MOV030180,O0203,I0075,Stock In,11,2026-02-08,REF0030180
MOV030181,O0394,I0136,Sale,24,2025-11-21,REF0030181
MOV030182,O0137,I0057,Stock In,3,2026-08-24,REF0030182
MOV030183,O0021,I0013,Sale,30,2026-01-02,REF0030183
MOV030184,O0461,I0022,Stock In,27,2026-03-09,REF0030184
MOV030185,O0093,I0019,Sale,19,2026-08-06,REF0030185
MOV030186,O0231,I0081,Sale,16,2026-04-13,REF0030186
MOV030187,O0493,I0138,Sale,2,2026-06-16,REF0030187
MOV030188,O0026,I0010,Stock In,9,2025-12-11,REF0030188
MOV030189,O0266,I0088,Sale,3,2025-09-16,REF0030189
MOV030190,O0167,I0061,Stock In,22,2025-10-12,REF0030190
MOV030191,O0432,I0053,Stock In,22,2025-11-16,REF0030191
MOV030192,O0413,I0021,Sale,2,2026-08-26,REF0030192
MOV030193,O0197,I0067,Return,14,2026-01-11,REF0030193
MOV030194,O0359,I0120,Sale,17,2026-03-23,REF0030194
MOV030195,O0003,I0188,Stock In,9,2026-06-04,REF0030195
MOV030196,O0253,I0089,Sale,5,2026-06-22,REF0030196
MOV030197,O0362,I0125,Sale,20,2026-03-29,REF0030197
MOV030198,O0237,I0077,Sale,29,2026-08-02,REF0030198
MOV030199,O0267,I0089,Sale,19,2025-11-24,REF0030199
MOV030200,O0308,I0094,Stock In,30,2025-12-28,REF0030200
MOV030201,O0446,I0075,Stock In,30,2026-02-27,REF0030201
MOV030202,O0106,I0041,Sale,2,2026-05-13,REF0030202
MOV030203,O0418,I0018,Transfer,13,2026-02-26,REF0030203
MOV030204,O0025,I0016,Stock In,16,2026-02-20,REF0030204
MOV030205,O0195,I0067,Adjustment,17,2025-10-24,REF0030205
MOV030206,O0216,I0075,Sale,5,2026-05-18,REF0030206
MOV030207,O0008,I0199,Transfer,13,2026-06-21,REF0030207
MOV030208,O0333,I0109,Sale,11,2026-02-12,REF0030208
MOV030209,O0215,I0073,Sale,7,2026-05-21,REF0030209
MOV030210,O0089,I0036,Sale,4,2026-06-24,REF0030210
MOV030211,O0120,I0045,Adjustment,20,2026-02-19,REF0030211
MOV030212,O0465,I0021,Sale,28,2026-08-10,REF0030212
MOV030213,O0354,I0119,Adjustment,9,2025-09-04,REF0030213
MOV030214,O0196,I0275,Stock In,15,2026-02-15,REF0030214
MOV030215,O0143,I0058,Adjustment,5,2026-03-28,REF0030215
MOV030216,O0127,I0051,Adjustment,11,2026-04-08,REF0030216
MOV030217,O0375,I0127,Stock In,5,2026-05-06,REF0030217
MOV030218,O0450,I0074,Sale,27,2026-06-28,REF0030218
MOV030219,O0056,I0021,Sale,22,2026-06-25,REF0030219
MOV030220,O0447,I0074,Sale,2,2026-01-29,REF0030220
MOV030221,O0428,I0032,Stock In,14,2025-09-10,REF0030221
MOV030222,O0488,I0020,Return,29,2026-03-07,REF0030222
MOV030223,O0462,I0025,Transfer,11,2026-05-08,REF0030223
MOV030224,O0473,I0104,Stock In,24,2026-01-15,REF0030224
MOV030225,O0128,I0052,Return,18,2025-11-06,REF0030225
MOV030226,O0286,I0099,Sale,22,2026-04-10,REF0030226
MOV030227,O0155,I0063,Sale,22,2026-05-06,REF0030227
MOV030228,O0321,I0112,Sale,13,2025-10-13,REF0030228
MOV030229,O0096,I0023,Sale,26,2025-12-19,REF0030229
MOV030230,O0014,I0162,Stock In,27,2026-05-30,REF0030230
MOV030231,O0002,I0198,Adjustment,18,2026-03-20,REF0030231
MOV030232,O0054,I0025,Return,26,2026-04-22,REF0030232
MOV030233,O0039,I0008,Transfer,29,2025-10-01,REF0030233
MOV030234,O0010,I0007,Adjustment,27,2026-02-28,REF0030234
MOV030235,O0032,I0168,Adjustment,22,2026-02-07,REF0030235
MOV030236,O0240,I0080,Sale,15,2025-11-18,REF0030236
MOV030237,O0182,I0266,Sale,15,2025-12-27,REF0030237
MOV030238,O0342,I0115,Return,29,2025-10-25,REF0030238
MOV030239,O0046,I0025,Stock In,27,2025-10-09,REF0030239
MOV030240,O0438,I0055,Stock In,14,2026-02-15,REF0030240
MOV030241,O0032,I0161,Stock In,10,2026-04-09,REF0030241
MOV030242,O0035,I0159,Adjustment,3,2025-12-25,REF0030242
MOV030243,O0107,I0043,Sale,14,2026-01-18,REF0030243
MOV030244,O0439,I0057,Stock In,11,2026-04-12,REF0030244
MOV030245,O0468,I0023,Stock In,6,2025-10-31,REF0030245
MOV030246,O0193,I0070,Sale,11,2026-08-12,REF0030246
MOV030247,O0153,I0058,Sale,25,2025-12-27,REF0030247
MOV030248,O0015,I0202,Adjustment,6,2026-04-27,REF0030248
MOV030249,O0231,I0079,Sale,15,2026-04-12,REF0030249
MOV030250,O0101,I0040,Stock In,23,2026-03-16,REF0030250
MOV030251,O0218,I0073,Sale,23,2025-10-06,REF0030251
MOV030252,O0004,I0199,Sale,11,2026-08-10,REF0030252
MOV030253,O0076,I0011,Stock In,17,2026-05-17,REF0030253
MOV030254,O0312,I0105,Adjustment,19,2026-08-05,REF0030254
MOV030255,O0248,I0082,Sale,18,2025-12-03,REF0030255
MOV030256,O0482,I0018,Stock In,10,2026-07-10,REF0030256
MOV030257,O0333,I0112,Stock In,16,2026-06-11,REF0030257
MOV030258,O0289,I0097,Sale,24,2026-03-28,REF0030258
MOV030259,O0226,I0077,Sale,9,2025-10-09,REF0030259
MOV030260,O0188,I0269,Stock In,21,2026-06-26,REF0030260
MOV030261,O0150,I0065,Sale,14,2025-10-02,REF0030261
MOV030262,O0109,I0043,Adjustment,18,2026-01-28,REF0030262
MOV030263,O0443,I0076,Sale,1,2026-08-08,REF0030263
MOV030264,O0058,I0021,Transfer,22,2026-05-18,REF0030264
MOV030265,O0221,I0080,Adjustment,2,2025-10-17,REF0030265
MOV030266,O0097,I0022,Adjustment,24,2026-04-04,REF0030266
MOV030267,O0495,I0140,Adjustment,14,2026-04-21,REF0030267
MOV030268,O0483,I0023,Adjustment,20,2025-10-27,REF0030268
MOV030269,O0232,I0077,Sale,16,2026-04-22,REF0030269
MOV030270,O0488,I0024,Sale,28,2025-09-22,REF0030270
MOV030271,O0085,I0034,Transfer,3,2026-03-06,REF0030271
MOV030272,O0038,I0163,Return,3,2025-10-22,REF0030272
MOV030273,O0088,I0037,Sale,26,2025-09-27,REF0030273
MOV030274,O0268,I0089,Sale,20,2026-07-28,REF0030274
MOV030275,O0400,I0137,Stock In,3,2026-02-14,REF0030275
MOV030276,O0405,I0141,Sale,2,2025-12-31,REF0030276
MOV030277,O0438,I0054,Stock In,17,2026-01-03,REF0030277
MOV030278,O0187,I0276,Sale,28,2025-12-01,REF0030278
MOV030279,O0293,I0095,Adjustment,1,2026-04-23,REF0030279
MOV030280,O0438,I0056,Sale,3,2026-02-27,REF0030280
MOV030281,O0103,I0042,Stock In,18,2026-01-18,REF0030281
MOV030282,O0316,I0108,Transfer,5,2026-08-25,REF0030282
MOV030283,O0325,I0110,Sale,6,2026-04-08,REF0030283
MOV030284,O0363,I0124,Transfer,15,2026-05-20,REF0030284
MOV030285,O0054,I0020,Sale,2,2026-03-20,REF0030285
MOV030286,O0339,I0112,Sale,23,2026-03-03,REF0030286
MOV030287,O0063,I0031,Stock In,21,2026-03-08,REF0030287
MOV030288,O0414,I0018,Transfer,9,2026-05-01,REF0030288
MOV030289,O0221,I0077,Transfer,22,2025-10-05,REF0030289
MOV030290,O0184,I0268,Transfer,1,2025-09-12,REF0030290
MOV030291,O0433,I0057,Stock In,18,2026-06-08,REF0030291
MOV030292,O0084,I0035,Transfer,3,2026-08-03,REF0030292
MOV030293,O0104,I0039,Return,21,2025-10-28,REF0030293
MOV030294,O0153,I0065,Return,10,2025-11-01,REF0030294
MOV030295,O0008,I0162,Sale,16,2026-01-21,REF0030295
MOV030296,O0266,I0092,Sale,17,2026-08-09,REF0030296
MOV030297,O0008,I0199,Sale,27,2025-09-05,REF0030297
MOV030298,O0156,I0065,Stock In,6,2025-10-29,REF0030298
MOV030299,O0264,I0089,Stock In,12,2026-05-27,REF0030299
MOV030300,O0491,I0141,Adjustment,25,2026-01-29,REF0030300
MOV030301,O0035,I0194,Stock In,5,2025-10-20,REF0030301
MOV030302,O0045,I0025,Stock In,30,2026-08-28,REF0030302
MOV030303,O0184,I0271,Stock In,8,2026-01-17,REF0030303
MOV030304,O0197,I0272,Return,12,2025-10-22,REF0030304
MOV030305,O0448,I0076,Sale,22,2026-04-21,REF0030305
MOV030306,O0197,I0277,Sale,12,2026-08-21,REF0030306
MOV030307,O0188,I0269,Sale,28,2026-06-09,REF0030307
MOV030308,O0428,I0033,Sale,20,2026-02-16,REF0030308
MOV030309,O0047,I0020,Sale,22,2025-09-26,REF0030309
MOV030310,O0212,I0074,Sale,9,2026-02-16,REF0030310
MOV030311,O0009,I0201,Stock In,3,2026-01-08,REF0030311
MOV030312,O0224,I0077,Stock In,23,2025-10-11,REF0030312
MOV030313,O0293,I0096,Sale,5,2026-04-05,REF0030313
MOV030314,O0483,I0019,Sale,27,2026-02-18,REF0030314
MOV030315,O0003,I0200,Return,20,2026-08-11,REF0030315
MOV030316,O0466,I0018,Adjustment,22,2026-07-06,REF0030316
MOV030317,O0007,I0191,Stock In,12,2026-02-08,REF0030317
MOV030318,O0003,I0165,Adjustment,1,2026-02-09,REF0030318
MOV030319,O0098,I0025,Stock In,6,2026-05-03,REF0030319
MOV030320,O0008,I0167,Adjustment,17,2026-02-21,REF0030320
MOV030321,O0157,I0058,Adjustment,25,2026-01-20,REF0030321
MOV030322,O0034,I0003,Stock In,1,2025-10-23,REF0030322
MOV030323,O0101,I0043,Return,18,2026-02-15,REF0030323
MOV030324,O0398,I0136,Sale,22,2026-01-09,REF0030324
MOV030325,O0433,I0053,Transfer,24,2025-11-13,REF0030325
MOV030326,O0314,I0106,Sale,19,2026-06-13,REF0030326
MOV030327,O0194,I0277,Stock In,19,2026-05-20,REF0030327
MOV030328,O0006,I0163,Stock In,19,2025-12-19,REF0030328
MOV030329,O0105,I0042,Sale,16,2025-09-02,REF0030329
MOV030330,O0080,I0010,Transfer,22,2026-02-28,REF0030330
MOV030331,O0019,I0162,Sale,10,2025-11-09,REF0030331
MOV030332,O0463,I0022,Stock In,19,2026-08-22,REF0030332
MOV030333,O0186,I0267,Adjustment,30,2026-01-06,REF0030333
MOV030334,O0357,I0119,Sale,28,2026-06-17,REF0030334
MOV030335,O0240,I0079,Transfer,14,2025-10-02,REF0030335
MOV030336,O0053,I0021,Sale,25,2025-09-09,REF0030336
MOV030337,O0184,I0071,Sale,7,2025-12-14,REF0030337
MOV030338,O0184,I0276,Sale,15,2026-02-18,REF0030338
MOV030339,O0060,I0019,Stock In,20,2026-02-09,REF0030339
MOV030340,O0199,I0277,Stock In,15,2026-04-16,REF0030340
MOV030341,O0006,I0189,Transfer,15,2025-10-13,REF0030341
MOV030342,O0217,I0073,Stock In,29,2026-04-28,REF0030342
MOV030343,O0326,I0111,Return,23,2026-03-30,REF0030343
MOV030344,O0270,I0091,Stock In,16,2026-05-25,REF0030344
MOV030345,O0487,I0023,Stock In,13,2025-12-15,REF0030345
MOV030346,O0414,I0018,Sale,26,2026-01-10,REF0030346
MOV030347,O0131,I0053,Sale,28,2026-03-01,REF0030347
MOV030348,O0021,I0015,Transfer,5,2026-06-29,REF0030348
MOV030349,O0133,I0054,Sale,16,2026-08-09,REF0030349
MOV030350,O0019,I0170,Sale,16,2026-08-29,REF0030350
MOV030351,O0178,I0064,Sale,15,2026-02-04,REF0030351
MOV030352,O0495,I0140,Return,5,2025-12-20,REF0030352
MOV030353,O0252,I0086,Transfer,16,2025-10-02,REF0030353
MOV030354,O0364,I0125,Return,26,2026-04-28,REF0030354
MOV030355,O0156,I0065,Stock In,26,2026-01-04,REF0030355
MOV030356,O0491,I0140,Stock In,25,2026-06-12,REF0030356
MOV030357,O0395,I0135,Stock In,23,2026-07-14,REF0030357
MOV030358,O0155,I0059,Return,16,2026-07-25,REF0030358
MOV030359,O0081,I0034,Sale,1,2026-02-16,REF0030359
MOV030360,O0480,I0100,Stock In,29,2025-10-27,REF0030360
MOV030361,O0003,I0170,Stock In,26,2025-12-17,REF0030361
MOV030362,O0033,I0159,Stock In,19,2026-08-24,REF0030362
MOV030363,O0450,I0073,Sale,29,2025-12-12,REF0030363
MOV030364,O0408,I0142,Stock In,16,2026-06-10,REF0030364
MOV030365,O0432,I0056,Stock In,5,2026-04-05,REF0030365
MOV030366,O0148,I0064,Stock In,6,2025-11-29,REF0030366
MOV030367,O0160,I0063,Stock In,13,2026-01-02,REF0030367
MOV030368,O0282,I0094,Stock In,19,2025-11-28,REF0030368
MOV030369,O0418,I0020,Sale,1,2025-11-18,REF0030369
MOV030370,O0009,I0159,Stock In,1,2025-11-23,REF0030370
MOV030371,O0057,I0019,Return,3,2026-04-13,REF0030371
MOV030372,O0183,I0068,Sale,3,2026-02-05,REF0030372
MOV030373,O0447,I0075,Return,13,2026-01-29,REF0030373
MOV030374,O0036,I0170,Return,2,2025-09-13,REF0030374
MOV030375,O0490,I0025,Return,26,2025-12-06,REF0030375
MOV030376,O0040,I0198,Sale,27,2026-07-03,REF0030376
MOV030377,O0186,I0267,Sale,6,2026-03-19,REF0030377
MOV030378,O0463,I0025,Stock In,23,2026-04-25,REF0030378
MOV030379,O0005,I0162,Sale,18,2026-07-15,REF0030379
MOV030380,O0074,I0011,Sale,29,2026-07-17,REF0030380
MOV030381,O0467,I0018,Sale,11,2025-09-16,REF0030381
MOV030382,O0177,I0060,Sale,8,2025-10-19,REF0030382
MOV030383,O0330,I0111,Stock In,24,2026-04-05,REF0030383
MOV030384,O0016,I0191,Stock In,1,2026-08-17,REF0030384
MOV030385,O0018,I0168,Stock In,14,2026-05-13,REF0030385
MOV030386,O0193,I0274,Sale,14,2026-01-02,REF0030386
MOV030387,O0197,I0277,Sale,11,2026-08-08,REF0030387
MOV030388,O0240,I0080,Stock In,8,2025-11-16,REF0030388
MOV030389,O0339,I0111,Adjustment,29,2026-03-26,REF0030389
MOV030390,O0316,I0106,Transfer,25,2026-07-19,REF0030390
MOV030391,O0125,I0049,Sale,27,2025-11-02,REF0030391
MOV030392,O0036,I0003,Sale,10,2026-01-22,REF0030392
MOV030393,O0479,I0100,Sale,1,2026-03-19,REF0030393
MOV030394,O0171,I0060,Sale,28,2026-05-29,REF0030394
MOV030395,O0200,I0266,Sale,7,2026-02-10,REF0030395
MOV030396,O0181,I0268,Stock In,11,2026-01-21,REF0030396
MOV030397,O0067,I0031,Adjustment,18,2025-11-20,REF0030397
MOV030398,O0162,I0064,Stock In,29,2026-02-16,REF0030398
MOV030399,O0134,I0057,Adjustment,24,2026-05-05,REF0030399
MOV030400,O0189,I0265,Sale,29,2025-09-11,REF0030400
MOV030401,O0035,I0169,Sale,3,2026-02-05,REF0030401
MOV030402,O0416,I0019,Stock In,14,2026-08-02,REF0030402
MOV030403,O0326,I0110,Stock In,11,2026-07-22,REF0030403
MOV030404,O0332,I0113,Sale,30,2026-02-12,REF0030404
MOV030405,O0287,I0093,Sale,22,2026-06-23,REF0030405
MOV030406,O0412,I0018,Stock In,7,2026-08-16,REF0030406
MOV030407,O0221,I0078,Sale,27,2026-02-25,REF0030407
MOV030408,O0068,I0031,Sale,29,2026-01-01,REF0030408
MOV030409,O0100,I0021,Return,6,2026-05-14,REF0030409
MOV030410,O0191,I0264,Return,2,2025-12-31,REF0030410
MOV030411,O0038,I0159,Stock In,28,2026-06-16,REF0030411
MOV030412,O0012,I0193,Sale,26,2026-03-05,REF0030412
MOV030413,O0192,I0066,Return,29,2025-09-23,REF0030413
MOV030414,O0260,I0090,Sale,28,2025-12-31,REF0030414
MOV030415,O0060,I0018,Transfer,5,2025-11-30,REF0030415
MOV030416,O0100,I0018,Transfer,5,2025-12-06,REF0030416
MOV030417,O0462,I0021,Stock In,21,2026-03-27,REF0030417
MOV030418,O0047,I0018,Sale,10,2025-10-12,REF0030418
MOV030419,O0005,I0198,Stock In,8,2025-09-20,REF0030419
MOV030420,O0250,I0084,Sale,27,2025-11-20,REF0030420
MOV030421,O0452,I0051,Return,18,2026-02-11,REF0030421
MOV030422,O0475,I0100,Stock In,14,2026-07-14,REF0030422
MOV030423,O0383,I0130,Stock In,23,2026-01-29,REF0030423
MOV030424,O0136,I0056,Stock In,13,2026-08-14,REF0030424
MOV030425,O0189,I0071,Stock In,21,2026-02-17,REF0030425
MOV030426,O0111,I0047,Stock In,12,2026-06-24,REF0030426
MOV030427,O0089,I0032,Stock In,6,2026-03-09,REF0030427
MOV030428,O0455,I0050,Return,5,2026-07-25,REF0030428
MOV030429,O0082,I0034,Sale,14,2025-09-13,REF0030429
MOV030430,O0285,I0097,Sale,18,2026-01-03,REF0030430
MOV030431,O0190,I0069,Adjustment,19,2025-10-20,REF0030431
MOV030432,O0084,I0036,Sale,12,2026-04-15,REF0030432
MOV030433,O0178,I0065,Stock In,11,2026-07-16,REF0030433
MOV030434,O0097,I0021,Sale,16,2025-11-04,REF0030434
MOV030435,O0328,I0113,Sale,30,2025-10-23,REF0030435
MOV030436,O0190,I0069,Return,15,2026-01-13,REF0030436
MOV030437,O0186,I0069,Return,3,2025-09-27,REF0030437
MOV030438,O0277,I0087,Stock In,18,2026-01-04,REF0030438
MOV030439,O0224,I0080,Sale,5,2026-03-15,REF0030439
MOV030440,O0162,I0062,Stock In,15,2026-07-20,REF0030440
MOV030441,O0234,I0081,Transfer,8,2026-07-30,REF0030441
MOV030442,O0192,I0267,Sale,26,2025-10-16,REF0030442
MOV030443,O0160,I0061,Sale,2,2026-01-11,REF0030443
MOV030444,O0030,I0010,Stock In,2,2026-07-30,REF0030444
MOV030445,O0395,I0135,Adjustment,21,2026-05-01,REF0030445
MOV030446,O0460,I0050,Transfer,17,2025-09-25,REF0030446
MOV030447,O0018,I0195,Sale,15,2026-06-05,REF0030447
MOV030448,O0005,I0193,Transfer,4,2026-01-08,REF0030448
MOV030449,O0019,I0199,Return,12,2025-12-14,REF0030449
MOV030450,O0172,I0060,Stock In,6,2026-07-03,REF0030450
MOV030451,O0152,I0059,Transfer,9,2026-03-18,REF0030451
MOV030452,O0244,I0083,Sale,23,2026-08-24,REF0030452
MOV030453,O0490,I0020,Sale,24,2025-11-19,REF0030453
MOV030454,O0181,I0068,Sale,5,2026-04-05,REF0030454
MOV030455,O0219,I0073,Stock In,17,2026-04-18,REF0030455
MOV030456,O0067,I0031,Return,27,2026-08-23,REF0030456
MOV030457,O0444,I0074,Transfer,16,2026-07-12,REF0030457
MOV030458,O0460,I0052,Stock In,25,2025-10-27,REF0030458
MOV030459,O0239,I0080,Transfer,26,2025-12-13,REF0030459
MOV030460,O0006,I0198,Sale,19,2026-03-16,REF0030460
MOV030461,O0034,I0171,Sale,26,2025-10-03,REF0030461
MOV030462,O0483,I0025,Stock In,17,2025-11-24,REF0030462
MOV030463,O0012,I0162,Stock In,27,2026-05-30,REF0030463
MOV030464,O0440,I0056,Stock In,16,2026-04-02,REF0030464
MOV030465,O0397,I0136,Stock In,10,2025-12-07,REF0030465
MOV030466,O0288,I0094,Stock In,14,2026-03-28,REF0030466
MOV030467,O0280,I0087,Transfer,14,2026-02-04,REF0030467
MOV030468,O0424,I0035,Sale,11,2026-04-19,REF0030468
MOV030469,O0411,I0021,Adjustment,8,2026-04-14,REF0030469
MOV030470,O0190,I0275,Sale,16,2026-03-19,REF0030470
MOV030471,O0359,I0119,Sale,29,2026-07-15,REF0030471
MOV030472,O0187,I0271,Sale,28,2025-12-30,REF0030472
MOV030473,O0181,I0275,Stock In,23,2026-02-21,REF0030473
MOV030474,O0336,I0112,Sale,3,2026-07-19,REF0030474
MOV030475,O0010,I0192,Stock In,4,2026-03-19,REF0030475
MOV030476,O0394,I0134,Sale,29,2026-02-24,REF0030476
MOV030477,O0018,I0168,Sale,2,2026-02-10,REF0030477
MOV030478,O0133,I0057,Stock In,18,2025-09-11,REF0030478
MOV030479,O0089,I0035,Stock In,2,2026-07-04,REF0030479
MOV030480,O0293,I0098,Sale,21,2025-11-05,REF0030480
MOV030481,O0441,I0074,Return,10,2026-06-02,REF0030481
MOV030482,O0370,I0124,Sale,10,2026-04-30,REF0030482
MOV030483,O0090,I0034,Sale,3,2026-08-17,REF0030483
MOV030484,O0190,I0264,Stock In,1,2026-03-09,REF0030484
MOV030485,O0191,I0263,Stock In,26,2026-03-31,REF0030485
MOV030486,O0199,I0275,Sale,4,2026-02-24,REF0030486
MOV030487,O0046,I0019,Sale,19,2025-10-10,REF0030487
MOV030488,O0381,I0131,Sale,4,2025-10-13,REF0030488
MOV030489,O0182,I0271,Adjustment,19,2025-10-15,REF0030489
MOV030490,O0296,I0095,Stock In,27,2025-09-13,REF0030490
MOV030491,O0303,I0095,Transfer,12,2025-12-13,REF0030491
MOV030492,O0039,I0004,Stock In,26,2025-11-16,REF0030492
MOV030493,O0299,I0096,Sale,24,2026-05-15,REF0030493
MOV030494,O0145,I0061,Stock In,1,2026-01-05,REF0030494
MOV030495,O0110,I0043,Stock In,12,2026-03-22,REF0030495
MOV030496,O0215,I0076,Sale,21,2026-07-14,REF0030496
MOV030497,O0033,I0168,Sale,1,2026-08-07,REF0030497
MOV030498,O0078,I0012,Stock In,18,2026-02-19,REF0030498
MOV030499,O0121,I0050,Return,7,2026-05-06,REF0030499
MOV030500,O0225,I0077,Stock In,24,2026-04-04,REF0030500
MOV030501,O0086,I0035,Stock In,2,2026-07-12,REF0030501
MOV030502,O0076,I0012,Sale,21,2025-10-27,REF0030502
MOV030503,O0453,I0052,Stock In,29,2026-03-02,REF0030503
MOV030504,O0408,I0138,Stock In,13,2026-05-25,REF0030504
MOV030505,O0143,I0064,Transfer,9,2026-03-20,REF0030505
MOV030506,O0340,I0113,Stock In,24,2026-06-13,REF0030506
MOV030507,O0008,I0001,Transfer,6,2025-09-25,REF0030507
MOV030508,O0081,I0037,Stock In,13,2025-11-03,REF0030508
MOV030509,O0222,I0079,Stock In,22,2025-10-28,REF0030509
MOV030510,O0421,I0037,Transfer,7,2026-07-01,REF0030510
MOV030511,O0077,I0010,Stock In,16,2025-09-22,REF0030511
MOV030512,O0229,I0077,Stock In,15,2025-09-12,REF0030512
MOV030513,O0447,I0075,Stock In,29,2026-05-20,REF0030513
MOV030514,O0012,I0008,Adjustment,19,2026-01-04,REF0030514
MOV030515,O0012,I0202,Return,19,2026-06-01,REF0030515
MOV030516,O0254,I0092,Stock In,26,2026-05-13,REF0030516
MOV030517,O0060,I0024,Sale,9,2026-01-01,REF0030517
MOV030518,O0042,I0025,Stock In,2,2026-06-17,REF0030518
MOV030519,O0182,I0271,Stock In,2,2025-11-15,REF0030519
MOV030520,O0412,I0021,Sale,2,2025-09-07,REF0030520
