outlet_id,item_id,inventory_id,minimum_stock,maximum_stock,current_stock,reorder_level,stock_status,last_updated
O0193,I0270,INV001813,12,95,88,15,Healthy,2026-08-31
O0193,I0275,INV001814,16,113,12,18,Low Stock,2026-08-31
O0194,I0271,INV001815,11,38,91,14,Healthy,2026-08-31
O0194,I0069,INV001816,13,39,103,14,Healthy,2026-08-31
O0194,I0068,INV001817,14,108,4,20,Critical,2026-08-31
O0194,I0067,INV001818,29,83,57,32,Healthy,2026-08-31
O0194,I0267,INV001819,28,122,90,32,Healthy,2026-08-31
O0194,I0070,INV001820,23,82,99,26,Healthy,2026-08-31
O0194,I0275,INV001821,13,89,18,15,Healthy,2026-08-31
O0194,I0269,INV001822,15,106,0,21,Out of Stock,2026-08-31
O0194,I0277,INV001823,21,75,23,28,Low Stock,2026-08-31
O0194,I0273,INV001824,11,54,48,19,Healthy,2026-08-31
O0194,I0276,INV001825,19,96,32,26,Healthy,2026-08-31
O0194,I0264,INV001826,23,117,114,24,Healthy,2026-08-31
O0194,I0274,INV001827,10,96,115,17,Healthy,2026-08-31
O0194,I0066,INV001828,28,89,13,33,Critical,2026-08-31
O0194,I0268,INV001829,10,68,49,13,Healthy,2026-08-31
O0194,I0263,INV001830,13,42,100,16,Healthy,2026-08-31
O0194,I0265,INV001831,29,87,78,37,Healthy,2026-08-31
O0194,I0266,INV001832,13,107,26,20,Healthy,2026-08-31
O0195,I0069,INV001833,11,63,86,13,Healthy,2026-08-31
O0195,I0273,INV001834,29,80,31,36,Low Stock,2026-08-31
O0195,I0071,INV001835,21,70,107,29,Healthy,2026-08-31
O0195,I0274,INV001836,19,53,46,24,Healthy,2026-08-31
O0195,I0267,INV001837,24,92,94,24,Healthy,2026-08-31
O0195,I0265,INV001838,29,54,4,31,Critical,2026-08-31
O0195,I0270,INV001839,20,69,35,23,Healthy,2026-08-31
O0195,I0268,INV001840,26,99,67,26,Healthy,2026-08-31
O0195,I0263,INV001841,15,91,107,22,Healthy,2026-08-31
O0195,I0068,INV001842,20,59,48,29,Healthy,2026-08-31
O0195,I0276,INV001843,10,67,69,16,Healthy,2026-08-31
O0195,I0271,INV001844,18,96,96,26,Healthy,2026-08-31
O0195,I0066,INV001845,24,84,20,30,Low Stock,2026-08-31
O0195,I0277,INV001846,8,58,73,16,Healthy,2026-08-31
O0195,I0067,INV001847,16,101,38,18,Healthy,2026-08-31
O0195,I0275,INV001848,8,53,63,13,Healthy,2026-08-31
O0195,I0264,INV001849,8,107,85,10,Healthy,2026-08-31
O0195,I0269,INV001850,19,97,47,20,Healthy,2026-08-31
O0196,I0276,INV001851,9,95,99,11,Healthy,2026-08-31
O0196,I0264,INV001852,20,98,49,20,Healthy,2026-08-31
O0196,I0265,INV001853,25,117,72,28,Healthy,2026-08-31
O0196,I0071,INV001854,17,77,43,18,Healthy,2026-08-31
O0196,I0271,INV001855,28,98,119,37,Healthy,2026-08-31
O0196,I0266,INV001856,14,50,107,21,Healthy,2026-08-31
O0196,I0066,INV001857,27,121,79,32,Healthy,2026-08-31
O0196,I0070,INV001858,8,104,8,14,Low Stock,2026-08-31
O0196,I0068,INV001859,20,82,86,26,Healthy,2026-08-31
O0196,I0275,INV001860,11,55,69,16,Healthy,2026-08-31
O0196,I0267,INV001861,9,65,24,9,Healthy,2026-08-31
O0196,I0277,INV001862,13,69,115,13,Healthy,2026-08-31
O0196,I0069,INV001863,27,76,87,34,Healthy,2026-08-31
O0196,I0067,INV001864,30,73,115,34,Healthy,2026-08-31
O0196,I0270,INV001865,17,69,34,25,Healthy,2026-08-31
O0196,I0272,INV001866,30,63,43,36,Healthy,2026-08-31
O0196,I0263,INV001867,20,87,18,26,Low Stock,2026-08-31
O0196,I0273,INV001868,28,117,12,31,Critical,2026-08-31
O0197,I0272,INV001869,30,98,7,34,Critical,2026-08-31
O0197,I0276,INV001870,26,105,28,26,Healthy,2026-08-31
O0197,I0264,INV001871,17,105,23,21,Healthy,2026-08-31
O0197,I0070,INV001872,29,79,113,31,Healthy,2026-08-31
O0197,I0266,INV001873,30,81,67,34,Healthy,2026-08-31
O0197,I0263,INV001874,28,125,11,31,Critical,2026-08-31
O0197,I0067,INV001875,21,111,22,28,Low Stock,2026-08-31
O0197,I0277,INV001876,15,106,103,17,Healthy,2026-08-31
O0197,I0269,INV001877,22,77,81,27,Healthy,2026-08-31
O0197,I0071,INV001878,15,91,34,18,Healthy,2026-08-31
O0197,I0275,INV001879,16,52,92,21,Healthy,2026-08-31
O0197,I0265,INV001880,21,105,82,23,Healthy,2026-08-31
O0197,I0267,INV001881,9,59,92,15,Healthy,2026-08-31
O0197,I0270,INV001882,9,45,14,16,Low Stock,2026-08-31
O0197,I0271,INV001883,20,86,69,27,Healthy,2026-08-31
O0197,I0268,INV001884,16,49,52,17,Healthy,2026-08-31
O0197,I0066,INV001885,21,90,10,26,Critical,2026-08-31
O0197,I0273,INV001886,21,60,22,29,Low Stock,2026-08-31
O0198,I0266,INV001887,26,102,91,33,Healthy,2026-08-31
O0198,I0067,INV001888,9,70,25,14,Healthy,2026-08-31
O0198,I0263,INV001889,13,45,93,21,Healthy,2026-08-31
O0198,I0271,INV001890,23,115,92,31,Healthy,2026-08-31
O0198,I0265,INV001891,21,105,88,26,Healthy,2026-08-31
O0198,I0268,INV001892,25,104,55,28,Healthy,2026-08-31
O0198,I0275,INV001893,29,119,20,37,Low Stock,2026-08-31
O0198,I0068,INV001894,21,63,75,26,Healthy,2026-08-31
O0198,I0277,INV001895,25,63,38,26,Healthy,2026-08-31
O0198,I0070,INV001896,23,88,35,29,Healthy,2026-08-31
O0198,I0276,INV001897,20,95,58,25,Healthy,2026-08-31
O0198,I0066,INV001898,14,59,30,23,Healthy,2026-08-31
O0198,I0272,INV001899,9,69,29,14,Healthy,2026-08-31
O0198,I0267,INV001900,23,99,110,23,Healthy,2026-08-31
O0198,I0270,INV001901,26,73,37,29,Healthy,2026-08-31
O0198,I0269,INV001902,9,62,27,12,Healthy,2026-08-31
O0198,I0264,INV001903,13,111,118,14,Healthy,2026-08-31
O0198,I0274,INV001904,26,71,10,31,Critical,2026-08-31
O0199,I0274,INV001905,27,75,16,30,Low Stock,2026-08-31
O0199,I0265,INV001906,10,53,29,12,Healthy,2026-08-31
O0199,I0277,INV001907,19,47,17,21,Low Stock,2026-08-31
O0199,I0270,INV001908,15,62,74,15,Healthy,2026-08-31
O0199,I0267,INV001909,22,115,99,28,Healthy,2026-08-31
O0199,I0268,INV001910,25,83,99,26,Healthy,2026-08-31
O0199,I0070,INV001911,19,56,37,19,Healthy,2026-08-31
O0199,I0271,INV001912,17,71,15,18,Low Stock,2026-08-31
O0199,I0066,INV001913,19,58,17,28,Low Stock,2026-08-31
O0199,I0276,INV001914,12,49,52,13,Healthy,2026-08-31
O0199,I0269,INV001915,25,94,13,28,Critical,2026-08-31
O0199,I0266,INV001916,18,117,113,22,Healthy,2026-08-31
O0199,I0068,INV001917,25,104,17,26,Low Stock,2026-08-31
O0199,I0071,INV001918,9,42,85,17,Healthy,2026-08-31
O0199,I0263,INV001919,22,70,2,26,Critical,2026-08-31
O0199,I0273,INV001920,10,58,65,15,Healthy,2026-08-31
O0199,I0275,INV001921,28,72,111,33,Healthy,2026-08-31
O0199,I0264,INV001922,13,89,72,17,Healthy,2026-08-31
O0200,I0271,INV001923,20,55,117,29,Healthy,2026-08-31
O0200,I0066,INV001924,23,106,57,28,Healthy,2026-08-31
O0200,I0068,INV001925,30,82,15,30,Critical,2026-08-31
O0200,I0263,INV001926,17,101,25,18,Healthy,2026-08-31
O0200,I0264,INV001927,19,82,60,23,Healthy,2026-08-31
O0200,I0275,INV001928,24,74,11,30,Critical,2026-08-31
O0200,I0267,INV001929,17,55,64,20,Healthy,2026-08-31
O0200,I0276,INV001930,15,106,79,16,Healthy,2026-08-31
O0200,I0268,INV001931,17,50,16,25,Low Stock,2026-08-31
O0200,I0277,INV001932,14,106,59,19,Healthy,2026-08-31
O0200,I0270,INV001933,25,78,104,34,Healthy,2026-08-31
O0200,I0071,INV001934,19,117,0,20,Out of Stock,2026-08-31
O0200,I0070,INV001935,20,46,0,22,Out of Stock,2026-08-31
O0200,I0265,INV001936,22,72,68,30,Healthy,2026-08-31
O0200,I0266,INV001937,23,73,94,26,Healthy,2026-08-31
O0200,I0067,INV001938,25,62,53,25,Healthy,2026-08-31
O0200,I0274,INV001939,19,113,34,23,Healthy,2026-08-31
O0200,I0269,INV001940,16,100,34,22,Healthy,2026-08-31
O0201,I0072,INV001941,15,47,54,16,Healthy,2026-08-31
O0201,I0075,INV001942,22,116,96,27,Healthy,2026-08-31
O0201,I0076,INV001943,17,103,103,21,Healthy,2026-08-31
O0201,I0073,INV001944,17,96,42,26,Healthy,2026-08-31
O0201,I0074,INV001945,30,75,114,30,Healthy,2026-08-31
O0202,I0073,INV001946,24,51,118,28,Healthy,2026-08-31
O0202,I0076,INV001947,14,42,39,23,Healthy,2026-08-31
O0202,I0075,INV001948,8,70,110,13,Healthy,2026-08-31
O0202,I0074,INV001949,20,50,96,22,Healthy,2026-08-31
O0202,I0072,INV001950,26,68,55,31,Healthy,2026-08-31
O0203,I0072,INV001951,22,94,85,23,Healthy,2026-08-31
O0203,I0073,INV001952,8,95,76,13,Healthy,2026-08-31
O0203,I0076,INV001953,14,69,101,16,Healthy,2026-08-31
O0203,I0075,INV001954,17,73,104,20,Healthy,2026-08-31
O0203,I0074,INV001955,16,75,73,17,Healthy,2026-08-31
O0204,I0075,INV001956,21,97,2,26,Critical,2026-08-31
O0204,I0074,INV001957,13,66,108,13,Healthy,2026-08-31
O0204,I0076,INV001958,26,70,14,30,Critical,2026-08-31
O0204,I0072,INV001959,11,87,100,12,Healthy,2026-08-31
O0204,I0073,INV001960,28,107,44,28,Healthy,2026-08-31
O0205,I0076,INV001961,25,60,73,28,Healthy,2026-08-31
O0205,I0072,INV001962,11,108,80,19,Healthy,2026-08-31
O0205,I0073,INV001963,26,55,26,27,Low Stock,2026-08-31
O0205,I0074,INV001964,18,100,91,22,Healthy,2026-08-31
O0205,I0075,INV001965,11,43,77,20,Healthy,2026-08-31
O0206,I0075,INV001966,17,94,99,23,Healthy,2026-08-31
O0206,I0073,INV001967,10,95,46,11,Healthy,2026-08-31
O0206,I0076,INV001968,10,106,37,16,Healthy,2026-08-31
O0206,I0074,INV001969,17,64,17,19,Low Stock,2026-08-31
O0206,I0072,INV001970,8,84,94,9,Healthy,2026-08-31
O0207,I0076,INV001971,10,105,63,19,Healthy,2026-08-31
O0207,I0075,INV001972,23,82,97,23,Healthy,2026-08-31
O0207,I0074,INV001973,22,92,36,31,Healthy,2026-08-31
O0207,I0073,INV001974,28,110,34,32,Healthy,2026-08-31
O0207,I0072,INV001975,30,96,105,37,Healthy,2026-08-31
O0208,I0072,INV001976,20,73,20,28,Low Stock,2026-08-31
O0208,I0073,INV001977,18,71,8,22,Critical,2026-08-31
O0208,I0074,INV001978,25,51,35,29,Healthy,2026-08-31
O0208,I0076,INV001979,11,107,32,12,Healthy,2026-08-31
O0208,I0075,INV001980,22,85,63,24,Healthy,2026-08-31
O0209,I0072,INV001981,20,82,104,24,Healthy,2026-08-31
O0209,I0075,INV001982,28,70,109,34,Healthy,2026-08-31
O0209,I0073,INV001983,29,99,51,35,Healthy,2026-08-31
O0209,I0074,INV001984,8,56,31,8,Healthy,2026-08-31
O0209,I0076,INV001985,8,80,62,9,Healthy,2026-08-31
O0210,I0072,INV001986,23,60,0,29,Out of Stock,2026-08-31
O0210,I0073,INV001987,27,96,116,29,Healthy,2026-08-31
O0210,I0074,INV001988,19,61,27,19,Healthy,2026-08-31
O0210,I0075,INV001989,18,99,25,18,Healthy,2026-08-31
O0210,I0076,INV001990,15,60,10,16,Low Stock,2026-08-31
O0211,I0076,INV001991,8,36,71,11,Healthy,2026-08-31
O0211,I0073,INV001992,27,81,24,33,Low Stock,2026-08-31
O0211,I0074,INV001993,17,68,63,18,Healthy,2026-08-31
O0211,I0075,INV001994,19,73,49,24,Healthy,2026-08-31
O0211,I0072,INV001995,13,107,68,15,Healthy,2026-08-31
O0212,I0076,INV001996,19,50,39,25,Healthy,2026-08-31
O0212,I0075,INV001997,27,81,115,28,Healthy,2026-08-31
O0212,I0073,INV001998,29,58,35,31,Healthy,2026-08-31
O0212,I0074,INV001999,25,79,70,33,Healthy,2026-08-31
O0212,I0072,INV002000,25,67,47,25,Healthy,2026-08-31
O0213,I0075,INV002001,10,77,61,16,Healthy,2026-08-31
O0213,I0072,INV002002,8,96,42,13,Healthy,2026-08-31
O0213,I0076,INV002003,27,87,113,28,Healthy,2026-08-31
O0213,I0074,INV002004,11,108,43,14,Healthy,2026-08-31
O0213,I0073,INV002005,14,94,103,20,Healthy,2026-08-31
O0214,I0076,INV002006,30,69,50,30,Healthy,2026-08-31
O0214,I0073,INV002007,29,104,68,37,Healthy,2026-08-31
O0214,I0075,INV002008,12,83,52,16,Healthy,2026-08-31
O0214,I0072,INV002009,24,116,84,33,Healthy,2026-08-31
O0214,I0074,INV002010,29,89,77,29,Healthy,2026-08-31
O0215,I0072,INV002011,20,118,69,20,Healthy,2026-08-31
O0215,I0073,INV002012,8,40,81,11,Healthy,2026-08-31
O0215,I0074,INV002013,28,110,31,28,Healthy,2026-08-31
O0215,I0076,INV002014,26,105,80,31,Healthy,2026-08-31
O0215,I0075,INV002015,9,52,70,15,Healthy,2026-08-31
O0216,I0073,INV002016,12,97,11,18,Low Stock,2026-08-31
O0216,I0072,INV002017,17,73,107,20,Healthy,2026-08-31
O0216,I0076,INV002018,30,103,73,36,Healthy,2026-08-31
O0216,I0074,INV002019,12,104,96,21,Healthy,2026-08-31
O0216,I0075,INV002020,8,48,13,13,Low Stock,2026-08-31
O0217,I0072,INV002021,15,112,93,17,Healthy,2026-08-31
O0217,I0074,INV002022,8,37,103,11,Healthy,2026-08-31
O0217,I0075,INV002023,16,101,56,25,Healthy,2026-08-31
O0217,I0073,INV002024,29,120,47,30,Healthy,2026-08-31
O0217,I0076,INV002025,17,91,41,20,Healthy,2026-08-31
O0218,I0075,INV002026,14,88,19,22,Low Stock,2026-08-31
O0218,I0073,INV002027,29,65,86,32,Healthy,2026-08-31
O0218,I0076,INV002028,19,104,99,23,Healthy,2026-08-31
O0218,I0074,INV002029,26,124,14,31,Critical,2026-08-31
O0218,I0072,INV002030,11,43,80,13,Healthy,2026-08-31
O0219,I0075,INV002031,28,119,45,35,Healthy,2026-08-31
O0219,I0072,INV002032,9,98,20,16,Healthy,2026-08-31
O0219,I0073,INV002033,13,42,101,20,Healthy,2026-08-31
O0219,I0076,INV002034,30,84,70,33,Healthy,2026-08-31
O0219,I0074,INV002035,16,93,10,23,Critical,2026-08-31
O0220,I0072,INV002036,15,76,112,24,Healthy,2026-08-31
O0220,I0076,INV002037,21,67,77,25,Healthy,2026-08-31
O0220,I0074,INV002038,27,69,20,35,Low Stock,2026-08-31
O0220,I0075,INV002039,23,116,111,29,Healthy,2026-08-31
O0220,I0073,INV002040,10,50,7,15,Critical,2026-08-31
O0221,I0078,INV002041,24,109,44,25,Healthy,2026-08-31
O0221,I0080,INV002042,9,42,33,9,Healthy,2026-08-31
O0221,I0081,INV002043,11,82,7,13,Low Stock,2026-08-31
O0221,I0077,INV002044,20,107,55,24,Healthy,2026-08-31
O0221,I0079,INV002045,18,54,31,19,Healthy,2026-08-31
O0222,I0078,INV002046,27,96,63,32,Healthy,2026-08-31
O0222,I0079,INV002047,8,69,28,17,Healthy,2026-08-31
O0222,I0081,INV002048,17,94,40,21,Healthy,2026-08-31
O0222,I0077,INV002049,8,44,69,17,Healthy,2026-08-31
O0222,I0080,INV002050,23,107,50,24,Healthy,2026-08-31
O0223,I0079,INV002051,22,91,86,24,Healthy,2026-08-31
O0223,I0078,INV002052,27,108,4,34,Critical,2026-08-31
O0223,I0081,INV002053,18,61,27,26,Healthy,2026-08-31
O0223,I0077,INV002054,14,110,72,23,Healthy,2026-08-31
O0223,I0080,INV002055,30,93,81,33,Healthy,2026-08-31
O0224,I0080,INV002056,12,66,26,13,Healthy,2026-08-31
O0224,I0081,INV002057,9,43,10,11,Low Stock,2026-08-31
O0224,I0077,INV002058,23,65,92,32,Healthy,2026-08-31
O0224,I0079,INV002059,27,119,13,31,Critical,2026-08-31
O0224,I0078,INV002060,27,86,72,33,Healthy,2026-08-31
O0225,I0081,INV002061,27,88,61,35,Healthy,2026-08-31
O0225,I0079,INV002062,29,58,119,29,Healthy,2026-08-31
O0225,I0077,INV002063,9,97,1,11,Critical,2026-08-31
O0225,I0080,INV002064,12,49,21,13,Healthy,2026-08-31
O0225,I0078,INV002065,9,94,55,15,Healthy,2026-08-31
O0226,I0078,INV002066,13,79,107,16,Healthy,2026-08-31
O0226,I0079,INV002067,11,37,30,13,Healthy,2026-08-31
O0226,I0081,INV002068,19,46,16,27,Low Stock,2026-08-31
O0226,I0080,INV002069,29,100,41,29,Healthy,2026-08-31
O0226,I0077,INV002070,15,104,62,19,Healthy,2026-08-31
O0227,I0078,INV002071,21,116,47,29,Healthy,2026-08-31
O0227,I0080,INV002072,20,57,24,28,Low Stock,2026-08-31
O0227,I0081,INV002073,22,89,100,26,Healthy,2026-08-31
O0227,I0077,INV002074,18,94,35,18,Healthy,2026-08-31
O0227,I0079,INV002075,10,54,80,16,Healthy,2026-08-31
O0228,I0079,INV002076,19,71,27,24,Healthy,2026-08-31
O0228,I0077,INV002077,16,87,13,20,Low Stock,2026-08-31
O0228,I0081,INV002078,30,124,0,31,Out of Stock,2026-08-31
O0228,I0078,INV002079,28,78,78,35,Healthy,2026-08-31
O0228,I0080,INV002080,21,106,16,28,Low Stock,2026-08-31
O0229,I0077,INV002081,23,106,50,23,Healthy,2026-08-31
O0229,I0078,INV002082,30,92,45,30,Healthy,2026-08-31
O0229,I0081,INV002083,14,72,68,18,Healthy,2026-08-31
O0229,I0079,INV002084,26,64,2,29,Critical,2026-08-31
O0229,I0080,INV002085,28,59,89,33,Healthy,2026-08-31
O0230,I0080,INV002086,15,45,64,16,Healthy,2026-08-31
O0230,I0077,INV002087,16,107,77,18,Healthy,2026-08-31
O0230,I0078,INV002088,28,83,18,29,Low Stock,2026-08-31
O0230,I0079,INV002089,20,76,39,28,Healthy,2026-08-31
O0230,I0081,INV002090,12,79,80,12,Healthy,2026-08-31
O0231,I0081,INV002091,17,110,87,24,Healthy,2026-08-31
O0231,I0080,INV002092,20,49,1,26,Critical,2026-08-31
O0231,I0079,INV002093,26,85,52,35,Healthy,2026-08-31
O0231,I0078,INV002094,22,93,80,24,Healthy,2026-08-31
O0231,I0077,INV002095,26,87,110,28,Healthy,2026-08-31
O0232,I0080,INV002096,16,104,88,22,Healthy,2026-08-31
O0232,I0081,INV002097,14,68,100,21,Healthy,2026-08-31
O0232,I0078,INV002098,25,118,31,31,Low Stock,2026-08-31
O0232,I0077,INV002099,29,84,78,32,Healthy,2026-08-31
O0232,I0079,INV002100,8,107,4,8,Critical,2026-08-31
O0233,I0078,INV002101,17,83,51,23,Healthy,2026-08-31
O0233,I0079,INV002102,25,84,110,29,Healthy,2026-08-31
O0233,I0077,INV002103,23,69,30,28,Healthy,2026-08-31
O0233,I0081,INV002104,11,83,99,18,Healthy,2026-08-31
O0233,I0080,INV002105,11,47,68,11,Healthy,2026-08-31
O0234,I0078,INV002106,15,88,44,20,Healthy,2026-08-31
O0234,I0081,INV002107,18,89,7,23,Critical,2026-08-31
O0234,I0079,INV002108,20,98,79,28,Healthy,2026-08-31
O0234,I0080,INV002109,8,58,39,9,Healthy,2026-08-31
O0234,I0077,INV002110,21,51,60,27,Healthy,2026-08-31
O0235,I0079,INV002111,8,82,83,14,Healthy,2026-08-31
O0235,I0077,INV002112,18,48,41,25,Healthy,2026-08-31
O0235,I0078,INV002113,30,77,34,35,Low Stock,2026-08-31
O0235,I0081,INV002114,17,45,73,17,Healthy,2026-08-31
O0235,I0080,INV002115,28,100,52,37,Healthy,2026-08-31
O0236,I0077,INV002116,30,60,87,31,Healthy,2026-08-31
O0236,I0079,INV002117,14,87,5,20,Critical,2026-08-31
O0236,I0081,INV002118,27,111,0,27,Out of Stock,2026-08-31
O0236,I0078,INV002119,10,109,80,16,Healthy,2026-08-31
O0236,I0080,INV002120,8,84,41,11,Healthy,2026-08-31
O0237,I0077,INV002121,12,100,106,21,Healthy,2026-08-31
O0237,I0078,INV002122,21,68,118,30,Healthy,2026-08-31
O0237,I0079,INV002123,18,61,68,20,Healthy,2026-08-31
O0237,I0080,INV002124,28,115,108,34,Healthy,2026-08-31
O0237,I0081,INV002125,9,67,73,11,Healthy,2026-08-31
O0238,I0078,INV002126,25,114,31,25,Healthy,2026-08-31
O0238,I0080,INV002127,20,59,21,22,Low Stock,2026-08-31
O0238,I0077,INV002128,22,51,80,30,Healthy,2026-08-31
O0238,I0081,INV002129,24,77,58,29,Healthy,2026-08-31
O0238,I0079,INV002130,20,65,98,22,Healthy,2026-08-31
O0239,I0078,INV002131,9,93,33,12,Healthy,2026-08-31
O0239,I0077,INV002132,27,55,43,28,Healthy,2026-08-31
O0239,I0079,INV002133,26,109,26,26,Low Stock,2026-08-31
O0239,I0080,INV002134,16,41,48,21,Healthy,2026-08-31
O0239,I0081,INV002135,18,47,42,25,Healthy,2026-08-31
O0240,I0081,INV002136,15,84,29,18,Healthy,2026-08-31
O0240,I0077,INV002137,17,68,93,24,Healthy,2026-08-31
O0240,I0078,INV002138,18,90,37,20,Healthy,2026-08-31
O0240,I0079,INV002139,23,80,85,31,Healthy,2026-08-31
O0240,I0080,INV002140,14,92,59,21,Healthy,2026-08-31
O0241,I0083,INV002141,28,65,94,37,Healthy,2026-08-31
O0241,I0084,INV002142,24,49,78,24,Healthy,2026-08-31
O0241,I0085,INV002143,18,63,57,19,Healthy,2026-08-31
O0241,I0082,INV002144,10,35,111,14,Healthy,2026-08-31
O0242,I0085,INV002145,20,76,31,23,Healthy,2026-08-31
O0242,I0082,INV002146,9,52,108,10,Healthy,2026-08-31
O0242,I0083,INV002147,27,68,54,34,Healthy,2026-08-31
O0242,I0084,INV002148,19,107,43,22,Healthy,2026-08-31
O0243,I0083,INV002149,26,56,107,29,Healthy,2026-08-31
O0243,I0082,INV002150,22,51,85,25,Healthy,2026-08-31
O0243,I0084,INV002151,22,109,54,22,Healthy,2026-08-31
O0243,I0085,INV002152,17,94,60,17,Healthy,2026-08-31
O0244,I0084,INV002153,14,73,14,16,Low Stock,2026-08-31
O0244,I0082,INV002154,30,84,2,36,Critical,2026-08-31
O0244,I0083,INV002155,13,61,0,20,Out of Stock,2026-08-31
O0244,I0085,INV002156,30,56,42,34,Healthy,2026-08-31
O0245,I0084,INV002157,19,83,86,25,Healthy,2026-08-31
O0245,I0082,INV002158,23,71,43,31,Healthy,2026-08-31
O0245,I0083,INV002159,22,102,5,23,Critical,2026-08-31
O0245,I0085,INV002160,23,122,31,25,Healthy,2026-08-31
O0246,I0082,INV002161,19,73,38,19,Healthy,2026-08-31
O0246,I0084,INV002162,30,118,15,34,Critical,2026-08-31
O0246,I0083,INV002163,11,95,5,12,Critical,2026-08-31
O0246,I0085,INV002164,21,58,61,23,Healthy,2026-08-31
O0247,I0082,INV002165,12,88,49,17,Healthy,2026-08-31
O0247,I0085,INV002166,22,115,1,26,Critical,2026-08-31
O0247,I0084,INV002167,18,95,105,22,Healthy,2026-08-31
O0247,I0083,INV002168,8,68,26,8,Healthy,2026-08-31
O0248,I0082,INV002169,8,73,3,16,Critical,2026-08-31
O0248,I0084,INV002170,12,58,70,21,Healthy,2026-08-31
O0248,I0085,INV002171,15,60,25,22,Healthy,2026-08-31
O0248,I0083,INV002172,26,122,54,26,Healthy,2026-08-31
O0249,I0085,INV002173,21,64,102,27,Healthy,2026-08-31
O0249,I0084,INV002174,27,89,107,30,Healthy,2026-08-31
O0249,I0083,INV002175,11,97,12,16,Low Stock,2026-08-31
O0249,I0082,INV002176,25,106,90,34,Healthy,2026-08-31
O0250,I0084,INV002177,18,57,25,20,Healthy,2026-08-31
O0250,I0085,INV002178,19,61,77,22,Healthy,2026-08-31
O0250,I0082,INV002179,13,82,89,16,Healthy,2026-08-31
O0250,I0083,INV002180,29,56,87,32,Healthy,2026-08-31
O0251,I0087,INV002181,19,48,58,23,Healthy,2026-08-31
O0251,I0089,INV002182,15,100,103,22,Healthy,2026-08-31
O0251,I0090,INV002183,27,99,38,27,Healthy,2026-08-31
O0251,I0091,INV002184,19,102,2,23,Critical,2026-08-31
O0251,I0092,INV002185,18,52,35,21,Healthy,2026-08-31
O0251,I0086,INV002186,18,114,31,22,Healthy,2026-08-31
O0251,I0088,INV002187,23,77,65,25,Healthy,2026-08-31
O0252,I0092,INV002188,20,78,89,25,Healthy,2026-08-31
O0252,I0086,INV002189,23,59,22,23,Low Stock,2026-08-31
O0252,I0090,INV002190,11,77,42,12,Healthy,2026-08-31
O0252,I0089,INV002191,11,41,116,15,Healthy,2026-08-31
O0252,I0091,INV002192,27,107,74,32,Healthy,2026-08-31
O0252,I0088,INV002193,17,44,36,21,Healthy,2026-08-31
O0252,I0087,INV002194,12,97,41,16,Healthy,2026-08-31
O0253,I0092,INV002195,29,87,31,29,Healthy,2026-08-31
O0253,I0087,INV002196,29,80,111,32,Healthy,2026-08-31
O0253,I0086,INV002197,25,117,0,25,Out of Stock,2026-08-31
O0253,I0090,INV002198,19,114,97,24,Healthy,2026-08-31
O0253,I0088,INV002199,29,111,11,31,Critical,2026-08-31
O0253,I0089,INV002200,14,43,108,23,Healthy,2026-08-31
O0253,I0091,INV002201,15,111,37,16,Healthy,2026-08-31
O0254,I0087,INV002202,13,91,102,20,Healthy,2026-08-31
O0254,I0092,INV002203,16,107,4,20,Critical,2026-08-31
O0254,I0089,INV002204,19,91,95,19,Healthy,2026-08-31
O0254,I0090,INV002205,9,63,55,18,Healthy,2026-08-31
O0254,I0091,INV002206,14,64,86,14,Healthy,2026-08-31
O0254,I0086,INV002207,12,77,77,21,Healthy,2026-08-31
O0254,I0088,INV002208,20,81,99,26,Healthy,2026-08-31
O0255,I0092,INV002209,20,53,60,28,Healthy,2026-08-31
O0255,I0089,INV002210,8,71,3,13,Critical,2026-08-31
O0255,I0086,INV002211,26,68,77,35,Healthy,2026-08-31
O0255,I0090,INV002212,13,69,33,15,Healthy,2026-08-31
O0255,I0091,INV002213,20,114,38,27,Healthy,2026-08-31
O0255,I0087,INV002214,12,79,115,13,Healthy,2026-08-31
O0255,I0088,INV002215,24,63,89,24,Healthy,2026-08-31
O0256,I0092,INV002216,30,103,33,37,Low Stock,2026-08-31
O0256,I0088,INV002217,23,122,19,26,Low Stock,2026-08-31
O0256,I0090,INV002218,13,56,65,15,Healthy,2026-08-31
O0256,I0087,INV002219,27,109,82,35,Healthy,2026-08-31
O0256,I0091,INV002220,19,62,23,28,Low Stock,2026-08-31
O0256,I0089,INV002221,17,111,45,18,Healthy,2026-08-31
O0256,I0086,INV002222,14,112,1,18,Critical,2026-08-31
O0257,I0089,INV002223,29,94,18,35,Low Stock,2026-08-31
O0257,I0087,INV002224,14,97,76,22,Healthy,2026-08-31
O0257,I0086,INV002225,12,111,44,15,Healthy,2026-08-31
O0257,I0088,INV002226,9,56,91,16,Healthy,2026-08-31
O0257,I0090,INV002227,9,103,110,13,Healthy,2026-08-31
O0257,I0092,INV002228,25,58,10,32,Critical,2026-08-31
O0257,I0091,INV002229,25,55,96,32,Healthy,2026-08-31
O0258,I0090,INV002230,24,91,71,31,Healthy,2026-08-31
O0258,I0091,INV002231,19,48,69,23,Healthy,2026-08-31
O0258,I0089,INV002232,28,77,3,37,Critical,2026-08-31
O0258,I0087,INV002233,10,64,7,17,Critical,2026-08-31
O0258,I0088,INV002234,24,80,109,33,Healthy,2026-08-31
