campaign_id,franchise_id,campaign_name,campaign_type,start_date,end_date,budget,impressions,clicks,conversions,revenue_generated,roi_pct
CMP00474,F034,Loyalty Customer Offer,Social Media,2026-02-14,2026-03-01,55535,81769,1421,1399,45327.52,-18.38
CMP00475,F041,Weekend Biryani Offer,Loyalty,2025-10-25,2025-11-12,17323,92995,4376,826,13038.98,-24.73
CMP00476,F019,Monsoon Food Festival,Local Promotion,2026-05-20,2026-06-08,13341,70628,13925,1875,60113.95,350.6
CMP00477,F010,Loyalty Customer Offer,Social Media,2026-08-19,2026-09-03,48289,7432,1328,632,205250.53,325.05
CMP00478,F028,Family Feast Weekend,Festival,2025-12-24,2025-12-31,71122,58539,3883,45,232035.55,226.25
CMP00479,F014,Family Feast Weekend,Local Promotion,2026-02-08,2026-02-24,40286,76760,12729,1426,90547.68,124.76
CMP00480,F043,Family Feast Weekend,Loyalty,2025-10-31,2025-11-06,47035,88380,16866,1333,211170.27,348.96
CMP00481,F023,Family Feast Weekend,Local Promotion,2025-09-17,2025-10-08,68112,113349,12307,820,279991.52,311.08
CMP00482,F026,Monsoon Food Festival,Local Promotion,2025-12-26,2026-01-05,72039,109247,1367,169,226472.06,214.37
CMP00483,F027,Festive Dinner Promotion,Search,2025-12-13,2025-12-29,32159,100782,15039,1949,90736.5,182.15
CMP00484,F028,Weekend Pizza Deal,Festival,2025-10-26,2025-11-14,21586,50221,8434,496,25884.43,19.91
CMP00485,F045,New Menu Launch,Festival,2026-06-12,2026-06-20,56712,64626,2681,420,127118.44,124.15
CMP00486,F022,Loyalty Customer Offer,Loyalty,2026-04-13,2026-04-20,64912,112130,19267,1463,301654.22,364.71
CMP00487,F016,Weekend Biryani Offer,Festival,2026-03-16,2026-03-26,46370,113627,17856,1199,67557.14,45.69
CMP00488,F050,Festive Dinner Promotion,Loyalty,2026-06-16,2026-07-04,46922,28812,4008,1440,208469.48,344.29
CMP00489,F022,Family Feast Weekend,Local Promotion,2026-03-10,2026-03-31,54229,145202,6924,260,81625.76,50.52
CMP00490,F035,New Menu Launch,Festival,2025-11-07,2025-11-16,28443,127503,18064,1563,47696.51,67.69
CMP00491,F043,Delivery Special,Social Media,2025-12-12,2025-12-21,64193,77137,14754,1440,256745.83,299.96
CMP00492,F034,Weekend Pizza Deal,Festival,2026-03-20,2026-03-23,67235,52371,5378,364,235403.34,250.12
CMP00493,F012,New Menu Launch,Festival,2025-11-04,2025-11-17,19053,72222,1233,509,58109.76,204.99
CMP00494,F016,Delivery Special,Search,2026-01-17,2026-01-29,11952,12577,847,224,26145.96,118.76
CMP00495,F004,Lunch Combo Campaign,Social Media,2026-06-16,2026-06-27,22174,129539,12363,750,58055.4,161.82
CMP00496,F031,Weekend Biryani Offer,Loyalty,2026-02-12,2026-03-04,52356,60166,4052,412,118339.75,126.03
CMP00497,F041,Loyalty Customer Offer,Local Promotion,2025-10-06,2025-10-10,20540,149222,23024,1506,64912.92,216.03
CMP00498,F013,Family Meal Combo,Festival,2026-07-08,2026-07-17,31497,118091,1736,635,123368.56,291.68
CMP00499,F038,Student Meal Offer,Local Promotion,2026-04-26,2026-05-07,44810,100636,20108,1494,143856.75,221.04
CMP00500,F016,Delivery Special,Social Media,2026-06-13,2026-07-01,71029,92108,2484,925,187504.5,163.98
