attendance_id,staff_id,date,status,hours_worked
A007689,S00769,2026-08-09,Present,7.2
A007690,S00769,2026-08-10,Present,9.8
A007691,S00770,2026-08-01,Present,7.4
A007692,S00770,2026-08-02,Present,8.1
A007693,S00770,2026-08-03,Present,7.5
A007694,S00770,2026-08-04,Present,7.7
A007695,S00770,2026-08-05,Present,9.2
A007696,S00770,2026-08-06,Present,8.9
A007697,S00770,2026-08-07,Present,7.0
A007698,S00770,2026-08-08,Present,8.7
A007699,S00770,2026-08-09,Present,10.0
A007700,S00770,2026-08-10,Present,9.4
A007701,S00771,2026-08-01,Present,7.4
A007702,S00771,2026-08-02,Present,8.9
A007703,S00771,2026-08-03,Present,9.7
A007704,S00771,2026-08-04,Present,9.4
A007705,S00771,2026-08-05,Present,7.8
A007706,S00771,2026-08-06,Present,9.0
A007707,S00771,2026-08-07,Present,9.7
A007708,S00771,2026-08-08,Present,9.4
A007709,S00771,2026-08-09,Present,8.5
A007710,S00771,2026-08-10,Absent,0.0
A007711,S00772,2026-08-01,Present,8.5
A007712,S00772,2026-08-02,Present,8.0
A007713,S00772,2026-08-03,Present,7.3
A007714,S00772,2026-08-04,Present,7.5
A007715,S00772,2026-08-05,Present,8.6
A007716,S00772,2026-08-06,Present,9.3
A007717,S00772,2026-08-07,Present,9.4
A007718,S00772,2026-08-08,Present,8.3
A007719,S00772,2026-08-09,Absent,0.0
A007720,S00772,2026-08-10,Present,7.5
A007721,S00773,2026-08-01,Present,7.2
A007722,S00773,2026-08-02,Present,8.0
A007723,S00773,2026-08-03,Present,8.3
A007724,S00773,2026-08-04,Present,7.6
A007725,S00773,2026-08-05,Present,9.8
A007726,S00773,2026-08-06,Present,9.7
A007727,S00773,2026-08-07,Present,9.2
A007728,S00773,2026-08-08,Present,9.5
A007729,S00773,2026-08-09,Present,7.7
A007730,S00773,2026-08-10,Present,7.2
A007731,S00774,2026-08-01,Present,9.8
A007732,S00774,2026-08-02,Absent,0.0
A007733,S00774,2026-08-03,Present,9.5
A007734,S00774,2026-08-04,Present,7.8
A007735,S00774,2026-08-05,Present,8.9
A007736,S00774,2026-08-06,Present,9.7
A007737,S00774,2026-08-07,Present,9.6
A007738,S00774,2026-08-08,Present,8.2
A007739,S00774,2026-08-09,Absent,0.0
A007740,S00774,2026-08-10,Absent,0.0
A007741,S00775,2026-08-01,Present,7.2
A007742,S00775,2026-08-02,Present,9.3
A007743,S00775,2026-08-03,Absent,0.0
A007744,S00775,2026-08-04,Present,7.2
A007745,S00775,2026-08-05,Present,7.1
A007746,S00775,2026-08-06,Present,8.4
A007747,S00775,2026-08-07,Present,8.7
A007748,S00775,2026-08-08,Present,9.2
A007749,S00775,2026-08-09,Present,8.6
A007750,S00775,2026-08-10,Present,7.5
A007751,S00776,2026-08-01,Present,7.9
A007752,S00776,2026-08-02,Present,8.6
A007753,S00776,2026-08-03,Present,8.4
A007754,S00776,2026-08-04,Present,7.3
A007755,S00776,2026-08-05,Present,7.2
A007756,S00776,2026-08-06,Present,7.6
A007757,S00776,2026-08-07,Present,9.6
A007758,S00776,2026-08-08,Present,7.1
A007759,S00776,2026-08-09,Present,9.5
A007760,S00776,2026-08-10,Present,7.7
A007761,S00777,2026-08-01,Present,7.9
A007762,S00777,2026-08-02,Present,7.2
A007763,S00777,2026-08-03,Present,8.8
A007764,S00777,2026-08-04,Present,9.0
A007765,S00777,2026-08-05,Present,9.4
A007766,S00777,2026-08-06,Present,9.9
A007767,S00777,2026-08-07,Present,7.5
A007768,S00777,2026-08-08,Present,9.4
A007769,S00777,2026-08-09,Present,7.9
A007770,S00777,2026-08-10,Present,8.8
A007771,S00778,2026-08-01,Present,8.5
A007772,S00778,2026-08-02,Absent,0.0
A007773,S00778,2026-08-03,Present,9.1
A007774,S00778,2026-08-04,Present,9.4
A007775,S00778,2026-08-05,Present,8.2
A007776,S00778,2026-08-06,Present,9.4
A007777,S00778,2026-08-07,Present,7.0
A007778,S00778,2026-08-08,Present,7.9
A007779,S00778,2026-08-09,Half Day,3.2
A007780,S00778,2026-08-10,Present,8.9
A007781,S00779,2026-08-01,Present,9.3
A007782,S00779,2026-08-02,Present,8.7
A007783,S00779,2026-08-03,Present,7.7
A007784,S00779,2026-08-04,Present,8.2
A007785,S00779,2026-08-05,Present,9.2
A007786,S00779,2026-08-06,Present,9.7
A007787,S00779,2026-08-07,Absent,0.0
A007788,S00779,2026-08-08,Present,9.2
A007789,S00779,2026-08-09,Absent,0.0
A007790,S00779,2026-08-10,Absent,0.0
A007791,S00780,2026-08-01,Present,9.3
A007792,S00780,2026-08-02,Present,7.1
A007793,S00780,2026-08-03,Present,7.2
A007794,S00780,2026-08-04,Present,7.1
A007795,S00780,2026-08-05,Present,8.8
A007796,S00780,2026-08-06,Present,9.2
A007797,S00780,2026-08-07,Present,7.1
A007798,S00780,2026-08-08,Present,9.4
A007799,S00780,2026-08-09,Present,9.1
A007800,S00780,2026-08-10,Present,7.6
A007801,S00781,2026-08-01,Half Day,3.8
A007802,S00781,2026-08-02,Present,9.4
A007803,S00781,2026-08-03,Present,9.7
A007804,S00781,2026-08-04,Present,7.3
A007805,S00781,2026-08-05,Present,9.3
A007806,S00781,2026-08-06,Present,9.9
A007807,S00781,2026-08-07,Present,9.4
A007808,S00781,2026-08-08,Present,8.7
A007809,S00781,2026-08-09,Present,8.3
A007810,S00781,2026-08-10,Present,8.1
A007811,S00782,2026-08-01,Present,7.7
A007812,S00782,2026-08-02,Present,8.1
A007813,S00782,2026-08-03,Present,9.9
A007814,S00782,2026-08-04,Present,8.7
A007815,S00782,2026-08-05,Present,8.3
A007816,S00782,2026-08-06,Present,9.3
A007817,S00782,2026-08-07,Present,9.4
A007818,S00782,2026-08-08,Present,7.8
A007819,S00782,2026-08-09,Half Day,3.3
A007820,S00782,2026-08-10,Present,7.3
A007821,S00783,2026-08-01,Present,8.9
A007822,S00783,2026-08-02,Present,9.3
A007823,S00783,2026-08-03,Present,7.3
A007824,S00783,2026-08-04,Absent,0.0
A007825,S00783,2026-08-05,Present,7.0
A007826,S00783,2026-08-06,Present,9.1
A007827,S00783,2026-08-07,Present,9.8
A007828,S00783,2026-08-08,Present,7.2
A007829,S00783,2026-08-09,Present,8.3
A007830,S00783,2026-08-10,Present,8.7
A007831,S00784,2026-08-01,Present,9.5
A007832,S00784,2026-08-02,Present,8.0
A007833,S00784,2026-08-03,Present,8.7
A007834,S00784,2026-08-04,Present,8.9
A007835,S00784,2026-08-05,Present,9.4
A007836,S00784,2026-08-06,Half Day,3.2
A007837,S00784,2026-08-07,Present,7.9
A007838,S00784,2026-08-08,Present,8.3
A007839,S00784,2026-08-09,Present,8.4
A007840,S00784,2026-08-10,Present,8.4
A007841,S00785,2026-08-01,Present,8.8
A007842,S00785,2026-08-02,Present,7.1
A007843,S00785,2026-08-03,Present,8.9
A007844,S00785,2026-08-04,Present,9.8
A007845,S00785,2026-08-05,Present,9.5
A007846,S00785,2026-08-06,Present,8.9
A007847,S00785,2026-08-07,Present,8.3
A007848,S00785,2026-08-08,Present,8.4
A007849,S00785,2026-08-09,Present,7.2
A007850,S00785,2026-08-10,Absent,0.0
A007851,S00786,2026-08-01,Present,7.5
A007852,S00786,2026-08-02,Present,8.0
A007853,S00786,2026-08-03,Half Day,3.7
A007854,S00786,2026-08-04,Present,9.7
A007855,S00786,2026-08-05,Present,8.1
A007856,S00786,2026-08-06,Present,9.3
A007857,S00786,2026-08-07,Present,8.5
A007858,S00786,2026-08-08,Present,9.8
A007859,S00786,2026-08-09,Present,9.4
A007860,S00786,2026-08-10,Absent,0.0
A007861,S00787,2026-08-01,Present,8.8
A007862,S00787,2026-08-02,Present,8.5
A007863,S00787,2026-08-03,Present,7.3
A007864,S00787,2026-08-04,Present,7.5
A007865,S00787,2026-08-05,Present,9.1
A007866,S00787,2026-08-06,Present,7.6
A007867,S00787,2026-08-07,Present,7.7
A007868,S00787,2026-08-08,Present,7.3
A007869,S00787,2026-08-09,Present,7.5
A007870,S00787,2026-08-10,Present,9.3
A007871,S00788,2026-08-01,Present,8.6
A007872,S00788,2026-08-02,Present,8.0
A007873,S00788,2026-08-03,Present,8.1
A007874,S00788,2026-08-04,Absent,0.0
A007875,S00788,2026-08-05,Half Day,4.2
A007876,S00788,2026-08-06,Present,7.9
A007877,S00788,2026-08-07,Present,8.5
A007878,S00788,2026-08-08,Present,9.6
A007879,S00788,2026-08-09,Present,8.9
A007880,S00788,2026-08-10,Present,8.4
A007881,S00789,2026-08-01,Present,8.7
A007882,S00789,2026-08-02,Present,9.7
A007883,S00789,2026-08-03,Absent,0.0
A007884,S00789,2026-08-04,Present,9.0
A007885,S00789,2026-08-05,Present,7.9
A007886,S00789,2026-08-06,Present,9.7
A007887,S00789,2026-08-07,Present,7.6
A007888,S00789,2026-08-08,Present,9.7
A007889,S00789,2026-08-09,Present,7.9
A007890,S00789,2026-08-10,Present,9.8
A007891,S00790,2026-08-01,Present,7.1
A007892,S00790,2026-08-02,Present,9.4
A007893,S00790,2026-08-03,Half Day,3.4
A007894,S00790,2026-08-04,Absent,0.0
A007895,S00790,2026-08-05,Present,9.4
A007896,S00790,2026-08-06,Present,8.5
A007897,S00790,2026-08-07,Present,8.4
A007898,S00790,2026-08-08,Present,8.1
A007899,S00790,2026-08-09,Present,8.4
A007900,S00790,2026-08-10,Present,9.5
A007901,S00791,2026-08-01,Present,7.0
A007902,S00791,2026-08-02,Present,8.0
A007903,S00791,2026-08-03,Absent,0.0
A007904,S00791,2026-08-04,Present,7.6
A007905,S00791,2026-08-05,Present,8.1
A007906,S00791,2026-08-06,Present,8.0
A007907,S00791,2026-08-07,Absent,0.0
A007908,S00791,2026-08-08,Present,8.4
A007909,S00791,2026-08-09,Absent,0.0
A007910,S00791,2026-08-10,Half Day,3.7
A007911,S00792,2026-08-01,Present,9.0
A007912,S00792,2026-08-02,Present,9.6
A007913,S00792,2026-08-03,Present,7.9
A007914,S00792,2026-08-04,Half Day,3.6
A007915,S00792,2026-08-05,Present,9.0
A007916,S00792,2026-08-06,Present,7.2
A007917,S00792,2026-08-07,Half Day,3.3
A007918,S00792,2026-08-08,Present,9.4
A007919,S00792,2026-08-09,Present,9.8
A007920,S00792,2026-08-10,Present,9.7
A007921,S00793,2026-08-01,Present,8.3
A007922,S00793,2026-08-02,Present,8.1
A007923,S00793,2026-08-03,Present,8.0
A007924,S00793,2026-08-04,Absent,0.0
A007925,S00793,2026-08-05,Present,7.1
A007926,S00793,2026-08-06,Half Day,4.5
A007927,S00793,2026-08-07,Present,9.9
A007928,S00793,2026-08-08,Present,8.5
A007929,S00793,2026-08-09,Absent,0.0
A007930,S00793,2026-08-10,Present,8.2
A007931,S00794,2026-08-01,Present,8.8
A007932,S00794,2026-08-02,Present,9.9
A007933,S00794,2026-08-03,Present,9.9
A007934,S00794,2026-08-04,Present,8.4
A007935,S00794,2026-08-05,Present,8.6
A007936,S00794,2026-08-06,Present,7.6
A007937,S00794,2026-08-07,Half Day,3.6
A007938,S00794,2026-08-08,Present,9.9
A007939,S00794,2026-08-09,Present,8.5
A007940,S00794,2026-08-10,Present,9.8
A007941,S00795,2026-08-01,Present,9.7
A007942,S00795,2026-08-02,Present,8.1
A007943,S00795,2026-08-03,Present,8.0
A007944,S00795,2026-08-04,Present,7.7
A007945,S00795,2026-08-05,Present,9.5
A007946,S00795,2026-08-06,Half Day,4.1
A007947,S00795,2026-08-07,Present,8.7
A007948,S00795,2026-08-08,Present,7.6
A007949,S00795,2026-08-09,Present,8.3
A007950,S00795,2026-08-10,Present,10.0
A007951,S00796,2026-08-01,Present,7.4
A007952,S00796,2026-08-02,Present,8.0
A007953,S00796,2026-08-03,Present,8.0
A007954,S00796,2026-08-04,Present,7.2
A007955,S00796,2026-08-05,Present,9.4
A007956,S00796,2026-08-06,Present,8.7
A007957,S00796,2026-08-07,Present,7.7
A007958,S00796,2026-08-08,Half Day,3.0
A007959,S00796,2026-08-09,Present,7.7
A007960,S00796,2026-08-10,Present,7.4
A007961,S00797,2026-08-01,Present,9.5
A007962,S00797,2026-08-02,Present,8.1
A007963,S00797,2026-08-03,Present,8.2
A007964,S00797,2026-08-04,Present,9.0
A007965,S00797,2026-08-05,Present,8.5
A007966,S00797,2026-08-06,Present,7.5
A007967,S00797,2026-08-07,Present,9.8
A007968,S00797,2026-08-08,Present,7.1
A007969,S00797,2026-08-09,Present,7.3
A007970,S00797,2026-08-10,Absent,0.0
A007971,S00798,2026-08-01,Present,9.0
A007972,S00798,2026-08-02,Present,7.9
A007973,S00798,2026-08-03,Present,9.2
A007974,S00798,2026-08-04,Present,7.0
A007975,S00798,2026-08-05,Present,9.9
A007976,S00798,2026-08-06,Present,8.3
A007977,S00798,2026-08-07,Present,8.1
A007978,S00798,2026-08-08,Present,7.9
A007979,S00798,2026-08-09,Half Day,4.3
A007980,S00798,2026-08-10,Half Day,4.7
A007981,S00799,2026-08-01,Present,9.5
A007982,S00799,2026-08-02,Present,7.5
A007983,S00799,2026-08-03,Present,7.2
A007984,S00799,2026-08-04,Present,10.0
A007985,S00799,2026-08-05,Present,8.6
A007986,S00799,2026-08-06,Present,9.7
A007987,S00799,2026-08-07,Present,8.8
A007988,S00799,2026-08-08,Half Day,4.9
A007989,S00799,2026-08-09,Present,8.1
A007990,S00799,2026-08-10,Half Day,4.6
A007991,S00800,2026-08-01,Present,8.2
A007992,S00800,2026-08-02,Present,7.3
A007993,S00800,2026-08-03,Present,9.2
A007994,S00800,2026-08-04,Present,8.0
A007995,S00800,2026-08-05,Present,8.2
A007996,S00800,2026-08-06,Present,8.8
A007997,S00800,2026-08-07,Half Day,4.9
A007998,S00800,2026-08-08,Present,8.5
A007999,S00800,2026-08-09,Half Day,4.4
A008000,S00800,2026-08-10,Present,8.7
A008001,S00801,2026-08-01,Present,7.5
A008002,S00801,2026-08-02,Present,7.7
A008003,S00801,2026-08-03,Present,9.5
A008004,S00801,2026-08-04,Present,7.7
A008005,S00801,2026-08-05,Present,7.3
A008006,S00801,2026-08-06,Present,7.5
A008007,S00801,2026-08-07,Present,8.3
A008008,S00801,2026-08-08,Present,9.6
A008009,S00801,2026-08-09,Present,7.4
A008010,S00801,2026-08-10,Present,9.1
A008011,S00802,2026-08-01,Present,9.7
A008012,S00802,2026-08-02,Absent,0.0
A008013,S00802,2026-08-03,Present,8.5
A008014,S00802,2026-08-04,Present,9.6
A008015,S00802,2026-08-05,Present,8.2
A008016,S00802,2026-08-06,Half Day,4.6
A008017,S00802,2026-08-07,Present,8.5
A008018,S00802,2026-08-08,Absent,0.0
A008019,S00802,2026-08-09,Absent,0.0
A008020,S00802,2026-08-10,Present,8.5
A008021,S00803,2026-08-01,Present,9.4
A008022,S00803,2026-08-02,Present,7.9
A008023,S00803,2026-08-03,Present,8.2
A008024,S00803,2026-08-04,Present,7.7
A008025,S00803,2026-08-05,Half Day,4.0
A008026,S00803,2026-08-06,Present,9.3
A008027,S00803,2026-08-07,Present,7.3
A008028,S00803,2026-08-08,Present,9.1
A008029,S00803,2026-08-09,Present,8.3
A008030,S00803,2026-08-10,Present,8.9
A008031,S00804,2026-08-01,Present,9.2
A008032,S00804,2026-08-02,Present,8.5
A008033,S00804,2026-08-03,Present,9.7
A008034,S00804,2026-08-04,Present,8.7
A008035,S00804,2026-08-05,Present,7.0
A008036,S00804,2026-08-06,Present,9.2
A008037,S00804,2026-08-07,Present,7.9
A008038,S00804,2026-08-08,Present,7.6
A008039,S00804,2026-08-09,Present,8.3
A008040,S00804,2026-08-10,Present,7.2
A008041,S00805,2026-08-01,Present,10.0
A008042,S00805,2026-08-02,Present,8.2
A008043,S00805,2026-08-03,Present,7.0
A008044,S00805,2026-08-04,Present,7.1
A008045,S00805,2026-08-05,Present,9.8
A008046,S00805,2026-08-06,Present,7.2
A008047,S00805,2026-08-07,Present,9.1
A008048,S00805,2026-08-08,Present,7.4
A008049,S00805,2026-08-09,Present,8.4
A008050,S00805,2026-08-10,Present,7.3
A008051,S00806,2026-08-01,Half Day,3.6
A008052,S00806,2026-08-02,Present,8.8
A008053,S00806,2026-08-03,Present,9.4
A008054,S00806,2026-08-04,Present,9.7
A008055,S00806,2026-08-05,Present,7.9
A008056,S00806,2026-08-06,Present,8.9
A008057,S00806,2026-08-07,Present,8.9
A008058,S00806,2026-08-08,Present,7.1
A008059,S00806,2026-08-09,Present,7.1
A008060,S00806,2026-08-10,Present,7.6
A008061,S00807,2026-08-01,Present,8.0
A008062,S00807,2026-08-02,Present,8.3
A008063,S00807,2026-08-03,Present,9.2
A008064,S00807,2026-08-04,Half Day,4.9
A008065,S00807,2026-08-05,Present,9.7
A008066,S00807,2026-08-06,Present,7.9
A008067,S00807,2026-08-07,Present,7.2
A008068,S00807,2026-08-08,Present,9.9
A008069,S00807,2026-08-09,Present,7.9
A008070,S00807,2026-08-10,Present,7.1
A008071,S00808,2026-08-01,Present,7.6
A008072,S00808,2026-08-02,Present,7.8
A008073,S00808,2026-08-03,Present,9.6
A008074,S00808,2026-08-04,Present,9.7
A008075,S00808,2026-08-05,Present,8.2
A008076,S00808,2026-08-06,Present,9.8
A008077,S00808,2026-08-07,Present,7.7
A008078,S00808,2026-08-08,Present,10.0
A008079,S00808,2026-08-09,Present,9.8
A008080,S00808,2026-08-10,Present,9.0
A008081,S00809,2026-08-01,Present,9.3
A008082,S00809,2026-08-02,Present,7.6
A008083,S00809,2026-08-03,Present,9.7
A008084,S00809,2026-08-04,Present,8.9
A008085,S00809,2026-08-05,Present,8.8
A008086,S00809,2026-08-06,Present,8.2
A008087,S00809,2026-08-07,Present,9.8
A008088,S00809,2026-08-08,Present,9.7
A008089,S00809,2026-08-09,Present,8.7
A008090,S00809,2026-08-10,Present,8.3
A008091,S00810,2026-08-01,Present,7.6
A008092,S00810,2026-08-02,Present,9.7
A008093,S00810,2026-08-03,Present,9.1
A008094,S00810,2026-08-04,Present,8.3
A008095,S00810,2026-08-05,Present,8.0
A008096,S00810,2026-08-06,Absent,0.0
A008097,S00810,2026-08-07,Present,9.1
A008098,S00810,2026-08-08,Present,8.7
A008099,S00810,2026-08-09,Present,9.8
A008100,S00810,2026-08-10,Present,9.4
A008101,S00811,2026-08-01,Present,7.1
A008102,S00811,2026-08-02,Present,9.5
A008103,S00811,2026-08-03,Present,9.1
A008104,S00811,2026-08-04,Present,9.9
A008105,S00811,2026-08-05,Present,9.2
A008106,S00811,2026-08-06,Present,9.4
A008107,S00811,2026-08-07,Present,9.4
A008108,S00811,2026-08-08,Present,8.5
A008109,S00811,2026-08-09,Present,9.8
A008110,S00811,2026-08-10,Present,7.2
A008111,S00812,2026-08-01,Present,9.2
A008112,S00812,2026-08-02,Present,7.3
A008113,S00812,2026-08-03,Present,9.7
A008114,S00812,2026-08-04,Present,7.9
A008115,S00812,2026-08-05,Present,7.4
A008116,S00812,2026-08-06,Half Day,3.3
A008117,S00812,2026-08-07,Present,8.4
A008118,S00812,2026-08-08,Half Day,3.7
A008119,S00812,2026-08-09,Present,9.9
A008120,S00812,2026-08-10,Present,8.3
A008121,S00813,2026-08-01,Present,10.0
A008122,S00813,2026-08-02,Half Day,3.4
A008123,S00813,2026-08-03,Present,7.6
A008124,S00813,2026-08-04,Present,9.1
A008125,S00813,2026-08-05,Present,8.4
A008126,S00813,2026-08-06,Present,7.2
A008127,S00813,2026-08-07,Present,7.2
A008128,S00813,2026-08-08,Present,10.0
A008129,S00813,2026-08-09,Present,8.2
A008130,S00813,2026-08-10,Present,7.5
A008131,S00814,2026-08-01,Present,8.6
A008132,S00814,2026-08-02,Present,9.7
A008133,S00814,2026-08-03,Present,7.3
A008134,S00814,2026-08-04,Present,7.9
A008135,S00814,2026-08-05,Present,8.3
A008136,S00814,2026-08-06,Present,9.9
A008137,S00814,2026-08-07,Present,8.0
A008138,S00814,2026-08-08,Present,8.7
A008139,S00814,2026-08-09,Present,9.7
A008140,S00814,2026-08-10,Present,9.5
A008141,S00815,2026-08-01,Present,8.9
A008142,S00815,2026-08-02,Present,7.9
A008143,S00815,2026-08-03,Present,8.4
A008144,S00815,2026-08-04,Present,9.7
A008145,S00815,2026-08-05,Present,8.9
A008146,S00815,2026-08-06,Present,7.9
A008147,S00815,2026-08-07,Present,7.1
A008148,S00815,2026-08-08,Present,9.1
A008149,S00815,2026-08-09,Present,7.2
A008150,S00815,2026-08-10,Present,7.3
A008151,S00816,2026-08-01,Present,8.4
A008152,S00816,2026-08-02,Present,9.9
A008153,S00816,2026-08-03,Present,9.6
A008154,S00816,2026-08-04,Absent,0.0
A008155,S00816,2026-08-05,Present,9.6
A008156,S00816,2026-08-06,Half Day,4.2
A008157,S00816,2026-08-07,Half Day,4.0
A008158,S00816,2026-08-08,Present,7.6
A008159,S00816,2026-08-09,Present,9.2
A008160,S00816,2026-08-10,Present,7.0
A008161,S00817,2026-08-01,Present,9.5
A008162,S00817,2026-08-02,Present,8.8
A008163,S00817,2026-08-03,Present,8.1
A008164,S00817,2026-08-04,Present,9.4
A008165,S00817,2026-08-05,Present,8.9
A008166,S00817,2026-08-06,Present,8.9
A008167,S00817,2026-08-07,Present,7.5
A008168,S00817,2026-08-08,Present,8.6
A008169,S00817,2026-08-09,Present,9.9
A008170,S00817,2026-08-10,Present,8.9
A008171,S00818,2026-08-01,Present,9.1
A008172,S00818,2026-08-02,Half Day,4.5
A008173,S00818,2026-08-03,Present,7.9
A008174,S00818,2026-08-04,Half Day,4.5
A008175,S00818,2026-08-05,Present,8.1
A008176,S00818,2026-08-06,Present,9.0
A008177,S00818,2026-08-07,Present,9.4
A008178,S00818,2026-08-08,Absent,0.0
A008179,S00818,2026-08-09,Present,8.6
A008180,S00818,2026-08-10,Present,10.0
A008181,S00819,2026-08-01,Present,8.8
A008182,S00819,2026-08-02,Present,8.1
A008183,S00819,2026-08-03,Present,7.8
A008184,S00819,2026-08-04,Present,7.7
A008185,S00819,2026-08-05,Present,8.3
A008186,S00819,2026-08-06,Present,8.8
A008187,S00819,2026-08-07,Present,7.2
A008188,S00819,2026-08-08,Present,9.5
A008189,S00819,2026-08-09,Present,7.0
A008190,S00819,2026-08-10,Present,8.8
A008191,S00820,2026-08-01,Present,7.0
A008192,S00820,2026-08-02,Present,8.1
A008193,S00820,2026-08-03,Present,9.9
A008194,S00820,2026-08-04,Present,7.4
A008195,S00820,2026-08-05,Present,8.3
A008196,S00820,2026-08-06,Present,7.3
A008197,S00820,2026-08-07,Present,9.7
A008198,S00820,2026-08-08,Present,7.9
A008199,S00820,2026-08-09,Present,7.9
A008200,S00820,2026-08-10,Present,7.6
A008201,S00821,2026-08-01,Present,8.6
A008202,S00821,2026-08-02,Present,8.0
A008203,S00821,2026-08-03,Present,7.4
A008204,S00821,2026-08-04,Present,9.5
A008205,S00821,2026-08-05,Absent,0.0
A008206,S00821,2026-08-06,Present,9.6
A008207,S00821,2026-08-07,Present,9.8
A008208,S00821,2026-08-08,Present,10.0
A008209,S00821,2026-08-09,Present,7.7
A008210,S00821,2026-08-10,Present,7.8
A008211,S00822,2026-08-01,Present,7.0
A008212,S00822,2026-08-02,Present,8.5
A008213,S00822,2026-08-03,Present,9.7
A008214,S00822,2026-08-04,Half Day,3.4
A008215,S00822,2026-08-05,Present,8.2
A008216,S00822,2026-08-06,Present,8.9
A008217,S00822,2026-08-07,Present,7.3
A008218,S00822,2026-08-08,Present,8.3
A008219,S00822,2026-08-09,Present,7.9
A008220,S00822,2026-08-10,Present,9.7
A008221,S00823,2026-08-01,Present,9.9
A008222,S00823,2026-08-02,Absent,0.0
A008223,S00823,2026-08-03,Present,7.2
A008224,S00823,2026-08-04,Half Day,4.7
A008225,S00823,2026-08-05,Present,9.8
A008226,S00823,2026-08-06,Present,9.2
A008227,S00823,2026-08-07,Present,9.2
A008228,S00823,2026-08-08,Present,8.7
A008229,S00823,2026-08-09,Present,7.1
A008230,S00823,2026-08-10,Present,7.6
A008231,S00824,2026-08-01,Present,7.1
A008232,S00824,2026-08-02,Present,7.2
A008233,S00824,2026-08-03,Present,7.9
A008234,S00824,2026-08-04,Present,9.6
A008235,S00824,2026-08-05,Present,8.9
A008236,S00824,2026-08-06,Present,9.4
A008237,S00824,2026-08-07,Present,8.6
A008238,S00824,2026-08-08,Present,8.3
A008239,S00824,2026-08-09,Half Day,3.9
A008240,S00824,2026-08-10,Present,8.0
A008241,S00825,2026-08-01,Present,9.7
A008242,S00825,2026-08-02,Present,8.2
A008243,S00825,2026-08-03,Half Day,3.8
A008244,S00825,2026-08-04,Present,7.4
A008245,S00825,2026-08-05,Half Day,3.5
A008246,S00825,2026-08-06,Present,7.3
A008247,S00825,2026-08-07,Present,7.0
A008248,S00825,2026-08-08,Present,8.9
A008249,S00825,2026-08-09,Absent,0.0
A008250,S00825,2026-08-10,Present,7.7
A008251,S00826,2026-08-01,Present,9.9
A008252,S00826,2026-08-02,Half Day,3.1
A008253,S00826,2026-08-03,Present,7.2
A008254,S00826,2026-08-04,Present,7.2
A008255,S00826,2026-08-05,Present,8.3
A008256,S00826,2026-08-06,Present,8.3
A008257,S00826,2026-08-07,Present,9.4
A008258,S00826,2026-08-08,Present,8.1
A008259,S00826,2026-08-09,Absent,0.0
A008260,S00826,2026-08-10,Present,9.6
A008261,S00827,2026-08-01,Present,8.5
A008262,S00827,2026-08-02,Present,7.7
A008263,S00827,2026-08-03,Present,8.7
A008264,S00827,2026-08-04,Present,8.4
A008265,S00827,2026-08-05,Present,9.8
A008266,S00827,2026-08-06,Absent,0.0
A008267,S00827,2026-08-07,Present,9.3
A008268,S00827,2026-08-08,Present,9.1
A008269,S00827,2026-08-09,Present,7.6
A008270,S00827,2026-08-10,Present,9.8
A008271,S00828,2026-08-01,Present,8.9
A008272,S00828,2026-08-02,Half Day,4.3
A008273,S00828,2026-08-03,Present,10.0
A008274,S00828,2026-08-04,Present,9.5
A008275,S00828,2026-08-05,Present,9.3
A008276,S00828,2026-08-06,Present,8.9
A008277,S00828,2026-08-07,Absent,0.0
A008278,S00828,2026-08-08,Present,7.7
A008279,S00828,2026-08-09,Half Day,3.2
A008280,S00828,2026-08-10,Present,8.5
A008281,S00829,2026-08-01,Present,9.2
A008282,S00829,2026-08-02,Present,7.6
A008283,S00829,2026-08-03,Present,8.1
A008284,S00829,2026-08-04,Present,10.0
A008285,S00829,2026-08-05,Present,7.9
A008286,S00829,2026-08-06,Present,8.5
A008287,S00829,2026-08-07,Present,8.4
A008288,S00829,2026-08-08,Present,9.4
A008289,S00829,2026-08-09,Present,7.7
A008290,S00829,2026-08-10,Half Day,4.1
A008291,S00830,2026-08-01,Present,8.2
A008292,S00830,2026-08-02,Present,9.4
A008293,S00830,2026-08-03,Present,9.7
A008294,S00830,2026-08-04,Present,8.5
A008295,S00830,2026-08-05,Present,7.0
A008296,S00830,2026-08-06,Present,9.0
A008297,S00830,2026-08-07,Present,7.5
A008298,S00830,2026-08-08,Present,9.8
A008299,S00830,2026-08-09,Present,9.1
A008300,S00830,2026-08-10,Present,10.0
A008301,S00831,2026-08-01,Present,8.0
A008302,S00831,2026-08-02,Present,7.4
A008303,S00831,2026-08-03,Present,7.0
A008304,S00831,2026-08-04,Present,8.8
A008305,S00831,2026-08-05,Present,9.3
A008306,S00831,2026-08-06,Absent,0.0
A008307,S00831,2026-08-07,Present,8.5
A008308,S00831,2026-08-08,Present,9.3
A008309,S00831,2026-08-09,Present,9.6
A008310,S00831,2026-08-10,Present,9.4
A008311,S00832,2026-08-01,Present,8.9
A008312,S00832,2026-08-02,Half Day,4.9
A008313,S00832,2026-08-03,Present,7.2
A008314,S00832,2026-08-04,Present,8.0
A008315,S00832,2026-08-05,Half Day,3.1
A008316,S00832,2026-08-06,Present,8.3
A008317,S00832,2026-08-07,Present,9.7
